지번주소,사업장명
서울특별시 마포구 합정동 388-17,미트스타킴
서울특별시 마포구 합정동 386-39 1층,향남추어탕
서울특별시 마포구 합정동 375-5,옥소반 합정점
서울특별시 마포구 합정동 388-3,타테이와
서울특별시 마포구 합정동 371-24 아진,식선
서울특별시 마포구 합정동 413-15,낀낀
서울특별시 마포구 합정동 370-39,화류
서울특별시 마포구 합정동 373-16 외 3필지,따로집
서울특별시 마포구 합정동 427-17,명품수제숯불갈비
서울특별시 마포구 합정동 413-27,두놈포차
서울특별시 마포구 합정동 376-40,청도미나리식당 합정점
서울특별시 마포구 합정동 374-1,계림원 누릉지 통닭구이 합정역점
서울특별시 마포구 합정동 358-2,까사벨라즈
서울특별시 마포구 합정동 376-28,고쿠노야
서울특별시 마포구 합정동 442-6,치킨플러스 합정점
서울특별시 마포구 합정동 363-3,합정술집 도란
서울특별시 마포구 합정동 398-7,정다운식당
서울특별시 마포구 합정동 410-5,록갈비 합정점
서울특별시 마포구 합정동 392-3번지 2층 ,합정옥
서울특별시 마포구 합정동 411-14,참바른김밥
서울특별시 마포구 합정동 434-22 브랜토리움,옆구르기
서울특별시 마포구 합정동 412-26,로우샹로우
서울특별시 마포구 합정동 433-8,어라운드그린
서울특별시 마포구 합정동 392-13,넉탐
서울특별시 마포구 합정동 474번지 합정한강아파트 ,망원동즉석떡볶이
서울특별시 마포구 합정동 472번지 마포 한강 푸르지오 ,마부자생삼겹살
서울특별시 마포구 합정동 438-2 ,신공주떡볶이
서울특별시 마포구 합정동 357-7번지 ,무대륙
서울특별시 마포구 합정동 387-1번지 1층일부 ,둥둥막창구이
서울특별시 마포구 합정동 444-3 ,희도식당
서울특별시 마포구 합정동 472 마포 한강 푸르지오 ,백두한우곱창
서울특별시 마포구 합정동 363-1번지 ,걸작떡볶이치킨
서울특별시 마포구 합정동 437-9 ,폴베리
서울특별시 마포구 합정동 427-18 ,고미태
서울특별시 마포구 합정동 472 마포 한강 푸르지오 ,식껍 합정점
서울특별시 마포구 합정동 393-11,함반
서울특별시 마포구 합정동 370-4,미필담
서울특별시 마포구 합정동 363-30 ,윤슬
서울특별시 마포구 합정동 372-30번지 1층우측 ,청주식당
서울특별시 마포구 합정동 396-14 1층일부 ,잇텐고
서울특별시 마포구 합정동 388-20 지1층,합정전
서울특별시 마포구 합정동 356-9번지 1층 ,당고집
서울특별시 마포구 합정동 472 마포 한강 푸르지오,금문중화요리
서울특별시 마포구 합정동 427-20번지 1층 ,하동우렁추어탕
서울특별시 마포구 합정동 352-6 C& 한강랜드 잠두봉 유람선 선착장,잠두봉더나인
서울특별시 마포구 합정동 364-25번지 1층 ,합정감자탕
서울특별시 마포구 합정동 389-16 ,새벽숯불가든
서울특별시 마포구 합정동 472번지 ,포로이
서울특별시 마포구 합정동 410-31번지 1층 ,어른이대공원
서울특별시 마포구 합정동 388-29번지 2층일부 201호,연희중식
서울특별시 마포구 합정동 388-29 1층일부(102호) ,찐육개장
서울특별시 마포구 합정동 388-29 1층일부 ,합정뒷고기
서울특별시 마포구 합정동 426-2,버섯마루
서울특별시 마포구 합정동 391-19 ,은하루
서울특별시 마포구 합정동 372-21번지 ,컬투치킨 합정사랑점
서울특별시 마포구 합정동 412-4번지 지하1층 ,깊은숲
서울특별시 마포구 합정동 410-12,유라유라
서울특별시 마포구 합정동 386-12번지 ,푸줏간생고기
서울특별시 마포구 합정동 393-7 ,경성양꼬치
서울특별시 마포구 합정동 372-29번지 ,옹달샘 합정 고깃집
서울특별시 마포구 합정동 427-3번지 ,다사랑치킨
서울특별시 마포구 합정동 392-3,쿠시로지
서울특별시 마포구 합정동 438-22번지 1층 ,콩청대
서울특별시 마포구 합정동 390-17번지 1층 ,카즈
서울특별시 마포구 합정동 387-10번지 1층 ,지리산어탕국수
서울특별시 마포구 합정동 374-1번지 ,합정조이떡볶이
서울특별시 마포구 합정동 388-20번지 1층 ,돌황소곱창
서울특별시 마포구 합정동 410-8번지 ,합정생고기김치찌개
서울특별시 마포구 합정동 383-9 1F,퓨전
서울특별시 마포구 합정동 383-26번지 ,양화정
서울특별시 마포구 합정동 434-1 1층 ,스미비클럽
서울특별시 마포구 합정동 426-20 1층  106호.107호,숯닭
서울특별시 마포구 합정동 472번지 ,신야텐야합정교보문고점
서울특별시 마포구 합정동 433-1번지 ,호계식
서울특별시 마포구 합정동 388-22번지 1층 ,무교동낙지
서울특별시 마포구 합정동 412-24번지 ,필참치
서울특별시 마포구 합정동 387-5번지 ,합정숯불갈비
서울특별시 마포구 합정동 371-5 1층,백미향
서울특별시 마포구 합정동 441-1,엄마손생선구이
서울특별시 마포구 합정동 412-29번지 지1층 ,비앤비
서울특별시 마포구 합정동 396-14번지 ,미삼
서울특별시 마포구 합정동 354-2번지 1층 일부 ,코리아식당
서울특별시 마포구 합정동 393-8번지 1층 ,오뎅바
서울특별시 마포구 합정동 427-7번지 ,닭날다
서울특별시 마포구 합정동 396-15번지 1층 ,참숯불풍천장어
서울특별시 마포구 합정동 371-12번지 1층 ,라베니스
서울특별시 마포구 합정동 383-14번지 ,마포소금구이
서울특별시 마포구 합정동 374-1,육전국밥 합정점
서울특별시 마포구 합정동 389-23번지 엘타워 ,히게쯔라
서울특별시 마포구 합정동 427-8,행진
서울특별시 마포구 합정동 392-1번지 1층일부 ,카에루
서울특별시 마포구 합정동 355-15번지 ,츠키젠
서울특별시 마포구 합정동 372-21번지 2층 ,그릭조이
서울특별시 마포구 합정동 388-3 1층,고삼이 합정직영점
서울특별시 마포구 합정동 368-27번지 ,낭만식탁
서울특별시 마포구 합정동 472번지 ,합정육전면사무소
서울특별시 마포구 합정동 472번지 ,소노야합정역점
서울특별시 마포구 합정동 361-20번지 1층 ,몰토베네
서울특별시 마포구 합정동 428-2번지 ,본전횟집
서울특별시 마포구 합정동 411-14번지 ,시소
서울특별시 마포구 합정동 387-22 ,홍콩반점
서울특별시 마포구 합정동 414-1번지 ,신김치생삼겹살2호
서울특별시 마포구 합정동 363-3,스미비부타동 본점
서울특별시 마포구 합정동 410-21 정원빌딩 1층,블랙루머
서울특별시 마포구 합정동 395-16 ,라무라
서울특별시 마포구 합정동 395-1,윤멘
서울특별시 마포구 합정동 370-2,헤이브
서울특별시 마포구 합정동 438-3 1층 일부,형제집
서울특별시 마포구 합정동 393-18,슬오라
서울특별시 마포구 합정동 395-4 1층,돈까스광명
서울특별시 마포구 합정동 364-29 합정하이팍빌딩,자자
서울특별시 마포구 합정동 437-31 1층일부,넌덕
서울특별시 마포구 합정동 410-2,족발애감동
서울특별시 마포구 합정동 375-18,이키
서울특별시 마포구 합정동 472 마포 한강 푸르지오,이가네 양꼬치 양갈비
서울특별시 마포구 합정동 377-32 동원빌딩,같이양조장
