id,size,road_address,name,latitude,longitude,phone,business_hours,review_count,facilities,parking,very_good,seat_info,menu,category
79,114.73,"서울특별시 마포구 양화로6길 91, 1층 (서교동)",무제,192793.6028,449585.7304,0507-1326-7630,,228,"['콜키지 가능', '생일 혜택', '단체 이용 가능', '남/녀 화장실 구분', '예약', '무선 인터넷', '노키즈존']",주차 불가,"[['""음식이 맛있어요""', 229], ['""인테리어가 멋져요""', 153], ['""특별한 메뉴가 있어요""', 107], ['""술이 다양해요""', 102]]","['룸', '단체석', '바테이블', '1인석', '테라스', '입식']","[[""사시미 모리아와세"", 39000], [""메로구이"", 26000], [""에비후라이"", 8000], [""코보레 스시"", 27000], [""나폴리탄"", 16000], [""바질 바지락찜"", 14000], [""닭구이"", 14000], [""세세리"", 16000], [""건 표고 튀김"", 11000], [""이소베마끼"", 22000], [""팥양갱"", 6000], [""네기도로 타베루"", 21000], [""우니"", 70000], [""전복 내장 파스타"", 24000], [""토마토스튜"", 19000], [""치킨 가라아게"", 14000], [""가지 튀김"", 11000]]",일식
80,83,"서울특별시 마포구 독막로3길 29, 2층 (서교동)",선비다이닝,192603.2283,449717.1817,0507-1414-7018,화: 16:00 - 01:30; 수: 16:00 - 01:30; 목: 16:00 - 01:30; 금: 16:00 - 01:30; 토: 16:00 - 01:30; 일: 16:00 - 01:30; 월: 16:00 - 01:30,587,"['콜키지 가능', '단체 이용 가능', '무선 인터넷', '대기공간', '예약', '노키즈존']",주차 불가,"[['""음식이 맛있어요""', 559], ['""술이 다양해요""', 332], ['""기본 안주가 좋아요""', 229], ['""특별한 메뉴가 있어요""', 195]]",['단체석'],"[[""치즈감자채전"", 7000], [""불잡채와납작만두"", 11000], [""해물떡라면"", 8000], [""김치전"", 7000], [""떡구이"", 5000]]",한식
81,92,"서울특별시 마포구 잔다리로 35, 1층 101호 (서교동)",솥돈 홍대점,192798.7317,449918.6079,0507-1470-2779,화: 11:00 - 22:30; 수: 11:00 - 22:30; 목: 11:00 - 22:30; 금: 11:00 - 22:30; 토: 12:00 - 22:30; 일: 12:00 - 22:30; 월: 11:00 - 22:30,535,"['콜키지 가능', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분']",,"[['""음식이 맛있어요""', 530], ['""고기 질이 좋아요""', 464], ['""친절해요""', 197], ['""직접 잘 구워줘요""', 182]]",['단체석'],"[[""솥돈 삼겹살"", 16000], [""솥돈 목살"", 16000], [""솥 김치칼국수"", 8000], [""솥 김치알밥"", 4000]]",한식
82,46.2,"서울특별시 마포구 와우산로29라길 7, 지하1층 일부 1호 (서교동)",밍키친,193515.2652,450352.9273,0507-1411-6411,화: 정기휴무 (매주 화요일); 수: 17:00 - 02:00; 목: 17:00 - 02:00; 금: 17:00 - 02:00; 토: 17:00 - 02:00; 일: 17:00 - 02:00; 월: 17:00 - 02:00,41,"['콜키지 가능', '단체 이용 가능', '포장', '무선 인터넷', '예약']",무료 주차 가능,"[['""음식이 맛있어요""', 43], ['""가성비가 좋아요""', 24], ['""친절해요""', 18], ['""기본 안주가 좋아요""', 16]]","['바테이블', '연인석', '1인석']","[[""미나리 초무침"", 16000], [""갓김치 파스타"", 16500], [""갈치속젓 오일 파스타"", 16500], [""차돌된장 (술) 찌개"", 18000], [""바지락 술찜"", 16000], [""해장짬뽕라면"", 8500], [""볶음김치전"", 8500], [""김치커리계란말이"", 14500], [""치즈김치볶음밥"", 8000], [""파닭전"", 16000], [""치즈구이&차돌육전"", 17000], [""닭치찌개"", 18000], [""타이소스수육냉채"", 19500], [""부채살큐브야채볶음"", 19000], [""아이스요거트&아이스크림"", 13000], [""중국식오이탕탕이"", 8500]]",한식
83,80.9,"서울특별시 마포구 어울마당로 58-1, 2층 (서교동)",불간짬뽕,192982.3766,449782.4797,0507-1395-3772,화: 11:00 - 21:00; 수: 11:00 - 21:00; 목: 11:00 - 21:00; 금: 11:00 - 22:00; 토: 11:00 - 22:00; 일: 12:00 - 21:00; 월: 정기휴무 (매주 월요일),360,"['무한 리필', '포장', '무선 인터넷', '단체 이용 가능', '예약', '유아의자', '배달']",주차 불가,"[['""음식이 맛있어요""', 348], ['""재료가 신선해요""', 176], ['""양이 많아요""', 156], ['""친절해요""', 121]]","['연인석', '입식', '단체석']","[[""간짬뽕(1,2,3단)"", 12000], [""소고기해물짬뽕(일반,매운)"", 12000], [""유니짜장"", 8000], [""탕수육(소)"", 17000], [""탕수육(중)"", 22000], [""탕수육(대)"", 27000], [""반만두"", 5000], [""군만두"", 8000], [""세트1 짜장+짬뽕(선택가능1)+탕수육(소)"", 35000], [""세트2 짜장+짬뽕(선택가능1)+탕수육(중)"", 40000], [""세트3 짬뽕(선택가능1)+짬뽕(선택가능1)+탕수육(소)"", 39000], [""세트4 짬뽕(선택가능1)+짬뽕(선택가능1)+탕수육(중)"", 44000]]",중식
84,45.43,"서울특별시 마포구 동교로 140, 1층 우측호 (서교동)",우미토부,192651.2187,450314.1156,0507-1439-5452,화: 11:30 - 21:00; 수: 11:30 - 21:00; 목: 11:30 - 21:00; 금: 11:30 - 21:00; 토: 정기휴무 (매주 토요일); 일: 정기휴무 (매주 일요일); 월: 11:30 - 21:00,54,['무선 인터넷'],주차 불가,"[['""음식이 맛있어요""', 58], ['""재료가 신선해요""', 36], ['""특별한 메뉴가 있어요""', 29], ['""혼밥하기 좋아요""', 25]]","['좌식', '카운터석', '바테이블']","[[""아지후라이정식"", 13000], [""아지에비타마동"", 12000], [""아지MIX후라이정식"", 15000], [""아지사케후라이정식"", 12000], [""사케동"", 16000], [""치킨가라아게정식"", 11000], [""아지사시미동"", 12000], [""아지에비후라이정식"", 12000], [""아지에지타마돈부리"", 12000]]",일식
85,389.35,"서울특별시 마포구 월드컵북로5길 12, 도경빌딩 1층 (서교동)",소담촌,192677.7665,450573.6321,02-332-3008,,173,['무한 리필'],무료 주차 가능,"[['""음식이 맛있어요""', 183], ['""재료가 신선해요""', 139], ['""양이 많아요""', 78], ['""가성비가 좋아요""', 77]]","['룸', '좌식', '입식']","[[""월남쌈해물샤브정식"", 19000], [""명품한우샤브정식"", 19000], [""월남쌈버섯샤브"", 21900], [""월남쌈명품한우샤브"", 24500], [""월남쌈와규샤브정식"", 16000], [""월남쌈샤브정식"", 14900], [""월남쌈샤브"", 16900], [""월남쌈와규샤브"", 21000], [""월남쌈스페셜샤브"", 26000], [""우삼겹구이&샤브"", 20000], [""돈삼겹구이&샤브"", 21000], [""와규구이&샤브"", 22900], [""월남쌈버섯샤브정식"", 16500], [""주먹밥(소불고기,간장버터치즈,참치마요)"", 2500], [""떡볶이"", 5000]]",한식
86,40,"서울특별시 마포구 와우산로27길 26, 지하1층 일부호 (서교동)",타코베이커,193484.2028,450242.5771,0507-1338-4085,화: 정기휴무 (매주 화요일); 수: 15:00 - 24:00; 목: 15:00 - 24:00; 금: 15:00 - 24:00; 토: 12:00 - 24:00; 일: 12:00 - 24:00; 월: 15:00 - 24:00,61,[],,"[['""음식이 맛있어요""', 59], ['""친절해요""', 29], ['""재료가 신선해요""', 27], ['""인테리어가 멋져요""', 27]]",[],"[[""베이커타코"", 6500], [""대파타코"", 7500], [""치즈타코"", 7500], [""치폴레타코"", 7500]]",일식
87,66.1,"서울특별시 마포구 독막로3길 27, 1층 우측호 (서교동)",주락간,192602.7823,449705.5851,0507-1408-9096,화: 17:00 - 01:00; 수: 17:00 - 01:00; 목: 17:00 - 01:00; 금: 17:00 - 02:00; 토: 16:00 - 02:00; 일: 16:00 - 01:00; 월: 17:00 - 01:00,258,"['생일 혜택', '단체 이용 가능', '무선 인터넷', '예약']",주차 불가,"[['""음식이 맛있어요""', 253], ['""기본 안주가 좋아요""', 167], ['""친절해요""', 114], ['""인테리어가 멋져요""', 112]]","['단체석', '입식']","[[""민물새우가득한 얼큰 매운탕"", 20000], [""수비드로 조리한 항정살 제철나물무침"", 22000], [""시나몬 크런치 토스트"", 8900], [""김치메밀전병"", 8900], [""꿀고구마튀김"", 8900], [""주문즉시 튀긴 김부각"", 8900], [""고기가득 시장국물떡볶이"", 14000], [""우삼겹알배추찜"", 15000], [""고기가득 한장 계란육전"", 18000], [""포두부김치쌈"", 19000], [""<당일배송> 바지락술찜"", 21000], [""매콤한 알곤이비빔칼국수"", 21000], [""매콤한 낙지볶음with(고수or깻잎)"", 22000], [""100%닭다리살 순살 닭볶음탕"", 26000], [""매일삶는 아롱사태 샤브샤브"", 28000], [""고기넣고 만든 강된장 비빔밥"", 8000], [""웰컴 식전주 무료"", null]]",한식
88,106.25,"서울특별시 마포구 월드컵북로5나길 18, 1층 105호 (서교동, 서교동 대우미래사랑)",우리동네연탄고기,192577.9908,450569.6705,0507-1433-3482,화: 16:00 - 22:30; 수: 16:00 - 22:30; 목: 16:00 - 22:30; 금: 16:00 - 22:30; 토: 16:00 - 22:30; 일: 16:00 - 22:30; 월: 16:00 - 22:30,128,"['무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능', '예약']",,"[['""음식이 맛있어요""', 168], ['""친절해요""', 110], ['""매장이 청결해요""', 87], ['""재료가 신선해요""', 73]]",[],"[[""뚱돼지 삼겹살"", 15000], [""두툼 뚱목살"", 15000], [""그 시절 연탄 생갈비"", 15000], [""등심덧살 가브리"", 16000], [""항정살"", 17000], [""단짠단짝 돼지갈비"", 16000], [""꼬들한 꼬들살"", 16000], [""꼬수운 초벌막창"", 15000], [""쫄깃 껍데기"", 7000]]",한식
89,98,"서울특별시 마포구 양화로6길 91, 2층 (서교동)",주도,192793.6028,449585.7304,0507-1416-7504,화: 17:00 - 02:00; 수: 17:00 - 02:00; 목: 17:00 - 02:00; 금: 17:00 - 04:00; 토: 17:00 - 04:00; 일: 17:00 - 02:00; 월: 17:00 - 02:00,151,"['생일 혜택', '단체 이용 가능', '예약', '포장', '무선 인터넷', '남/녀 화장실 구분']",주차 불가,"[['""음식이 맛있어요""', 147], ['""인테리어가 멋져요""', 79], ['""친절해요""', 65], ['""대화하기 좋아요""', 59]]","['룸', '테라스', '단체석']","[[""항정 & 바지락 술찜"", 33000], [""한우 아보카도 육회"", 26000], [""한우 육사시미 플레이트"", 24000], [""수비드 냉 제육"", 25000], [""빼쉐"", 26000], [""빠네 로제 떡볶이"", 23000], [""닭 목살 구이"", 23000], [""화끈 불 돼지꼬랑지"", 25000], [""추억의 경양식 왕 돈까스"", 21000], [""주도 해장 라면"", 7000], [""트러플 짜파게티"", 9000], [""통새우 미나리전"", 19000], [""주도 항정 수육"", 26000], [""주도 반반 수육"", 28000], [""삼겹 & 바지락 술찜"", 31000]]",한식
90,66,"서울특별시 마포구 동교로22길 38, 1층 일부호 (서교동)",나스 서교,192677.4899,450231.7505,0507-1380-9144,수: 18:00 - 01:00; 목: 18:00 - 01:00; 금: 18:00 - 01:00; 토: 18:00 - 01:00; 일: 정기휴무 (매주 일요일); 월: 정기휴무 (매주 월요일); 화: 18:00 - 01:00,106,"['콜키지 가능', '단체 이용 가능', '반려동물 동반', '예약']",무료 주차 가능,"[['""음식이 맛있어요""', 108], ['""친절해요""', 54], ['""특별한 메뉴가 있어요""', 54], ['""술이 다양해요""', 45]]",[],"[[""2인사시미"", 34000], [""고등어봉초밥"", 28000]]",일식
91,89.92,"서울특별시 마포구 양화로6길 57-22, 1층 (서교동)",불막열삼 합정점,192689.0107,449682.0286,0507-1360-9376,화: 17:00 - 01:00; 수: 17:00 - 01:00; 목: 17:00 - 01:00; 금: 17:00 - 02:00; 토: 17:00 - 02:00; 일: 17:00 - 02:00; 월: 정기휴무 (매주 월요일),233,"['글루텐프리 메뉴', '콜키지 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능']",주차 불가,"[['""음식이 맛있어요""', 220], ['""고기 질이 좋아요""', 177], ['""친절해요""', 120], ['""가성비가 좋아요""', 86]]","['입식', '단체석']","[[""냉삼겹"", null], [""무뼈불닭발"", null], [""땡초라면"", null], [""우삼겹 된장찌개"", null], [""소곱창전골"", null], [""우삼겹"", null], [""파막창"", null], [""소곱창"", null], [""소대창"", null], [""생막창"", null], [""불막창"", null], [""소막창"", null], [""꼬들살"", null], [""생삼겹"", null], [""왕갈비"", null], [""흑미쌀냉면"", null], [""계란찜"", null], [""돼지껍데기"", null]]",한식
92,148,"서울특별시 마포구 월드컵북로 9-1, 1층 (서교동)",육전국밥 서교점,192896.8542,450392.8418,02-322-6364,수: 00:00 - 24:00; 목: 00:00 - 24:00; 금: 00:00 - 24:00; 토: 00:00 - 24:00; 일: 00:00 - 24:00; 월: 00:00 - 24:00,166,"['포장', '단체 이용 가능', '예약', '남/녀 화장실 구분']",무료 주차 가능,"[['""음식이 맛있어요""', 202], ['""매장이 넓어요""', 68], ['""혼밥하기 좋아요""', 61], ['""재료가 신선해요""', 53]]","['룸', '1인석', '바테이블', '입식']","[[""육전소고기국밥"", 10000], [""소고기국밥"", 9000]]",한식
93,45.21,"서울특별시 마포구 잔다리로7길 5, 1층 (서교동)",오성국수,192632.2418,450071.2744,02-336-5453,화: 11:00 - 20:00; 수: 11:00 - 20:00; 목: 11:00 - 20:00; 금: 11:00 - 20:00; 토: 정기휴무 (매주 토요일); 일: 11:00 - 20:00; 월: 11:00 - 20:00,104,"['비건 메뉴', '포장', '무선 인터넷', '대기공간', '단체 이용 가능']",주차 불가,"[['""음식이 맛있어요""', 99], ['""혼밥하기 좋아요""', 53], ['""재료가 신선해요""', 52], ['""친절해요""', 51]]","['바테이블', '1인석', '좌식']","[[""멸치국수"", 6500], [""멸고국수"", 8500], [""소불고기비빔국수"", 10000], [""비빔국수"", 7500], [""고기비빔국수"", 9500], [""크래미김밥"", 3500], [""매콤어묵국수"", 7500], [""참치김밥"", 3500], [""일미김밥"", 3500], [""불고기김밥"", 4500], [""고기만두"", 4000], [""미니고기덮밥"", 4500]]",한식
94,51.42,"서울특별시 마포구 와우산로15길 33, 1층 (서교동)",이크,193007.4909,449650.4372,0507-1439-1466,화: 11:30 - 24:00; 수: 11:30 - 24:00; 목: 11:30 - 24:00; 금: 11:30 - 01:00; 토: 18:00 - 01:00; 일: 18:00 - 24:00; 월: 11:30 - 24:00,181,"['콜키지 가능', '콜키지 가능', '단체 이용 가능', '무선 인터넷', '예약']",주차 불가,"[['""음식이 맛있어요""', 179], ['""인테리어가 멋져요""', 113], ['""친절해요""', 97], ['""특별한 메뉴가 있어요""', 83]]","['단체석', '바테이블', '좌식']","[[""야키토리 5종"", 17000], [""야키토리 7종"", 23000]]",일식
95,99.75,"서울특별시 마포구 와우산로19길 27, 2층 (서교동)",무제 홍대점,193007.6748,449883.8158,0507-1361-6840,화: 18:00 - 03:00; 수: 18:00 - 03:00; 목: 18:00 - 03:00; 금: 18:00 - 04:00; 토: 18:00 - 04:00; 일: 정기휴무 (매주 일요일); 월: 정기휴무 (매주 월요일),129,"['생일 혜택', '콜키지 가능', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분', '노키즈존', '예약', '반려동물 동반']",무료 주차 가능,"[['""음식이 맛있어요""', 127], ['""인테리어가 멋져요""', 90], ['""음악이 좋아요""', 69], ['""특별한 메뉴가 있어요""', 63]]","['단체석', '카운터석', '좌식', '바테이블', '연인석']","[[""묵은지 들기름 냉 파스타"", 9000], [""소고기 토마토 스튜"", 19000], [""비스큐 (새우) 오일 파스타"", 12000], [""갈릭 쉬림프 라이스"", 10000], [""냉 보쌈"", 16000], [""갈빗살구이"", 18000], [""국물 해물 떡볶이"", 17000], [""가라유린기"", 16000], [""감바스"", 16000], [""치즈 폭탄 나쵸쓰"", 10900], [""무제 스크렘블 에그"", 10900], [""파인샤베트"", 8000], [""스지탕"", 19000], [""해물꽃게탕"", 21000], [""연어샐러드"", 14000], [""가라아게"", 13000]]",한식
96,54.12,"서울특별시 마포구 독막로7길 56, 1층 좌측호 (서교동)",톤토로,192880.5061,449767.969,0507-1498-5959,수: 17:00 - 02:00; 목: 17:00 - 02:00; 금: 17:00 - 02:00; 토: 17:00 - 02:00; 일: 17:00 - 02:00; 월: 17:00 - 02:00; 화: 17:00 - 02:00,89,"['콜키지 가능', '무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능']",주차 불가,"[['""음식이 맛있어요""', 84], ['""인테리어가 멋져요""', 69], ['""특별한 메뉴가 있어요""', 38], ['""친절해요""', 27]]",[],"[[""톤토로(항정살)"", 3000], [""목살"", 3500], [""꼬들살"", 3800], [""뽈살"", 3500], [""톤츠쿠네"", 4000], [""닭날개"", 3500], [""닭목살"", 2500], [""닭염통"", 1500], [""톤스키야키"", 15500], [""흑후추오돌튀김"", 9000], [""연유치즈토마토"", 4500]]",일식
97,91.4,"서울특별시 마포구 와우산로27길 6, 1층 (서교동)",돼동여지도,193566.1133,450185.3744,0507-1443-0604,화: 11:00 - 23:00; 수: 11:00 - 23:00; 목: 11:00 - 23:00; 금: 11:00 - 23:00; 토: 11:00 - 23:00; 일: 정기휴무 (매주 일요일); 월: 11:00 - 23:00,153,"['단체 이용 가능', '예약', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 152], ['""고기 질이 좋아요""', 123], ['""양이 많아요""', 62], ['""가성비가 좋아요""', 59]]",[],"[[""냉동삼겹살"", 10900], [""차돌박이"", 13900]]",한식
98,13.42,"서울특별시 마포구 와우산로29바길 18, 지하1층 일부호 (서교동)",홍대하녹,193375.8789,450384.2268,,,113,"['글루텐프리 메뉴', '포장', '배달', '방문접수/출장', '예약', '단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분', '대기공간']",주차 불가,"[['""음식이 맛있어요""', 94], ['""친절해요""', 64], ['""인테리어가 멋져요""', 62], ['""특별한 메뉴가 있어요""', 55]]",['바테이블'],"[[""흑임자 찹쌀떡"", 1500], [""아몬드 찹쌀떡"", 1500], [""호박 찹쌀떡"", 1500], [""바나나 찹쌀떡"", 1500], [""쑥 찹쌀떡"", 2000], [""오리지널 찹쌀떡"", 2000], [""카스테라 찹쌀떡"", 3000], [""돼지바 찹쌀떡"", 3000], [""백년초 찹쌀떡"", 3000], [""오메기떡"", 3000], [""인절미 크림떡"", 3000]]",한식
99,147.35,"서울특별시 마포구 양화로6길 73, 2층 (서교동)",목벌,192711.3815,449598.0041,0507-1387-8729,화: 12:00 - 23:00; 수: 12:00 - 23:00; 목: 12:00 - 23:00; 금: 12:00 - 23:00; 토: 12:00 - 23:00; 일: 12:00 - 23:00; 월: 정기휴무 (매주 월요일),39,"['콜키지 가능', '생일 혜택', '단체 이용 가능', '예약', '무선 인터넷', '대기공간', '출입구 휠체어 이용가능']",유료 주차 가능,"[['""음식이 맛있어요""', 40], ['""고기 질이 좋아요""', 32], ['""인테리어가 멋져요""', 23], ['""친절해요""', 16]]","['테라스', '연인석']","[[""목벌 한우모둠세트"", 87000], [""목벌 한우 눈꽃갈비"", 27000], [""한우 소갈비살 (생/양념)"", 19000], [""목벌 한우 등심"", 25000], [""목벌 하이볼"", 8000], [""한우 고기말이"", 20000], [""목벌 한우 육사시미 1++"", 28000], [""목벌 한우 육회 1++"", 25000], [""한우 달래 된장찌개"", 9000], [""목벌 육회비빔밥"", 13000], [""한우 소고기 강된장 (점심 메뉴)"", 12000], [""돌판 차돌 누룽지 볶음밥"", 12000], [""돌판 트러플 짜파게티"", 8000], [""차돌박이 라면"", 10000], [""목벌 얼칡이 냉면 (물/비빔)"", 9000], [""미국식 떡갈비 정식"", 14000], [""뚝배기 불고기"", 13000], [""목벌 한우 된장 술밥"", 11000], [""콜키지 프리"", 1]]",한식
100,105.9,"서울특별시 마포구 양화로8길 16-22, 1층 (서교동)",안목가돈,192440.4988,449683.1882,0507-1378-4459,,191,"['콜키지 가능', '단체 이용 가능', '무선 인터넷', '예약', '남/녀 화장실 구분', '대기공간']",주차 불가,"[['""음식이 맛있어요""', 180], ['""고기 질이 좋아요""', 164], ['""인테리어가 멋져요""', 102], ['""친절해요""', 58]]","['단체석', '룸', '입식', '테라스']","[[""돼지한판(500g)"", 50000], [""삼각살(150g) *한정판매*"", 16000], [""가브리살(150g)"", 16000], [""꼬들살(150g)"", 16000], [""오겹살(150g)"", 16000], [""치즈계란찜"", 5000], [""파김치볶음밥"", 6000], [""꽃게된장찌개"", 6000], [""김치말이국수"", 7000], [""차돌된장국수"", 8000]]",한식
101,60.34,"서울특별시 마포구 양화로16길 26, 성화빌딩 1층 (서교동)",홍대맛집 해삼,192947.336,450081.215,0507-1431-1833,,131,[],,"[['""음식이 맛있어요""', 88], ['""양이 많아요""', 73], ['""재료가 신선해요""', 59], ['""가성비가 좋아요""', 55]]",[],"[[""제육볶음"", 10900], [""치즈제육"", 10900], [""김치제육"", 10900], [""제육돌솥"", 10900], [""오징어&삼겹살"", 13000], [""LA갈비"", 27000], [""해장국"", 10900], [""소불고기(달콤) (2인분 이상)"", 13900], [""돼재불고기(매콤) (2인분 이상)"", 11900]]",한식
102,67.83,"서울특별시 마포구 동교로12안길 51, 코람데오빌리지 1층 101호 (서교동)",담택,192433.6851,450248.2936,0507-1347-4561,수: 11:30 - 21:00; 목: 11:30 - 21:00; 금: 11:30 - 21:00; 토: 11:30 - 21:00; 일: 정기휴무 (매주 일요일); 화: 11:30 - 21:00,901,[],주차 불가,"[['""음식이 맛있어요""', 846], ['""특별한 메뉴가 있어요""', 375], ['""혼밥하기 좋아요""', 334], ['""친절해요""', 269]]",['카운터석'],"[[""시오라멘"", 9500], [""유즈시오라멘"", 10500], [""레몬시오라멘"", 10500], [""와사비시오라멘"", 11500], [""새우시오라멘"", 11500], [""목살추가"", 2500], [""삼겹살추가"", 3000], [""계란추가"", 1500], [""버터추가"", 2500], [""에비시오라멘"", 11500], [""히야시탄탄멘"", 12000]]",일식
103,129,"서울특별시 마포구 월드컵북로 15, 아도디아빌딩 1층 (서교동)",스시이안앤 홍대입구역점,192854.7731,450437.4747,0507-1326-8253,,62,"['단체 이용 가능', '방문접수/출장', '예약', '남/녀 화장실 구분', '무선 인터넷']",무료 주차 가능,"[['""음식이 맛있어요""', 51], ['""가성비가 좋아요""', 33], ['""재료가 신선해요""', 30], ['""친절해요""', 21]]",['단체석'],"[[""회전초밥 전문점 전시당 균일가"", 1990]]",일식
104,67.32,"서울특별시 마포구 독막로3길 28, 3층 (서교동)",오로시,192619.935,449688.8054,0507-1316-3029,수: 17:00 - 24:00; 목: 17:00 - 24:00; 금: 17:00 - 24:00; 토: 17:00 - 24:00; 일: 17:00 - 23:00; 월: 정기휴무 (매주 월요일),449,"['생일 혜택', '콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '포장', '배달']",주차 불가,"[['""음식이 맛있어요""', 419], ['""인테리어가 멋져요""', 227], ['""특별한 메뉴가 있어요""', 208], ['""친절해요""', 184]]",[],"[[""고등어 봉초밥"", 25000], [""숙성 대방어 사시미 (2인)"", 49000], [""오늘의 사시미 (2인)"", 31000], [""왕새우 후토마끼 (5p)"", 19000], [""고등어 이소베 마끼"", 19000], [""항정살 간장조림"", 23000], [""카다이프 새우튀김 (5p)"", 19000], [""치킨 난반"", 17000], [""오뎅 덴뿌라"", 12000], [""차돌 우동 샐러드"", 18000], [""오뎅 나베"", 20000], [""바지락 술찜"", 19000], [""나가사키 짬뽕"", 21000], [""포테토 사라다"", 9900]]",일식
105,32.78,"서울특별시 마포구 독막로3길 38, 지층2호 (서교동)",한라맥주 합정점,192644.9038,449730.8002,0507-1431-2092,화: 18:00 - 02:00; 수: 18:00 - 02:00; 목: 18:00 - 02:00; 금: 18:00 - 03:00; 토: 18:00 - 03:00; 일: 18:00 - 02:00; 월: 18:00 - 02:00,316,"['단체 이용 가능', '예약', '남/녀 화장실 구분', '대기공간', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 291], ['""기본 안주가 좋아요""', 181], ['""술이 다양해요""', 120], ['""인테리어가 멋져요""', 104]]","['테라스', '좌식', '단체석']","[[""수제닭다리살튀김"", 13500], [""크림파스타"", 12500], [""30cm치즈롤카츠"", 10000], [""돈코츠수제비만두"", 10900], [""청양크림파스타"", 12500], [""목살스테이크"", 13900], [""김치우동"", 10500], [""얼큰짬뽕탕"", 12500], [""얼큰조개탕"", 9900], [""나가사끼짬뽕탕"", 12500], [""오뎅탕"", 9900], [""육포"", 9900], [""오징어입"", 8900], [""가문어통족"", 9900], [""한치"", 9900], [""버터구이오징어"", 9900], [""바베큐오징어"", 9900], [""반건조오징어"", 11500], [""튀김쥐포"", 4000], [""참쥐포"", 7500], [""먹태"", 14500]]",한식
106,93.6,"서울특별시 마포구 독막로7길 27, 1층 일부 좌측호 (서교동)",바코주막,192776.6871,449657.6746,0507-1490-5884,,225,"['단체 이용 가능', '예약', '반려동물 동반', '남/녀 화장실 구분', '무선 인터넷']",무료 주차 가능,"[['""음식이 맛있어요""', 230], ['""특별한 메뉴가 있어요""', 112], ['""기본 안주가 좋아요""', 101], ['""인테리어가 멋져요""', 88]]","['단체석', '연인석', '입식']","[[""메뉴"", null]]",한식
107,53.12,"서울특별시 마포구 양화로 72, 101동 1층 126호 (서교동, 서교동 효성 해링턴 타워)",구복만두 홍대합정본사직영점,192571.3982,449840.2342,02-323-5565,수: 10:00 - 21:00; 목: 10:00 - 21:00; 금: 10:00 - 21:00; 토: 10:00 - 21:00; 일: 10:00 - 21:00; 월: 10:00 - 21:00; 화: 10:00 - 21:00,325,"['포장', '배달', '남/녀 화장실 구분', '무선 인터넷', '장애인 휠체어 이용가능']",무료 주차 가능,"[['""음식이 맛있어요""', 321], ['""친절해요""', 164], ['""혼밥하기 좋아요""', 145], ['""재료가 신선해요""', 141]]","['바테이블', '1인석', '좌식']","[[""구복 전통만두"", 7500], [""구복 김치만두"", 7500], [""구복 통새우만두"", 8500], [""구복 샤오롱바오"", 8500]]",중식
108,100.96,"서울특별시 마포구 동교로12안길 36, 모드 1층 (서교동)",오므상칼칼데스 합정본점,192360.9257,450207.5834,0507-1392-8040,수: 11:30 - 21:30; 목: 11:30 - 21:30; 금: 11:30 - 21:30; 토: 11:30 - 20:30; 일: 정기휴무 (매주 일요일); 월: 11:30 - 21:30; 화: 11:30 - 21:30,471,"['콜키지 가능', '무한 리필', '포장', '무선 인터넷', '남/녀 화장실 구분', '단체 이용 가능', '출입구 휠체어 이용가능']",주차 불가,"[['""음식이 맛있어요""', 455], ['""양이 많아요""', 236], ['""인테리어가 멋져요""', 217], ['""재료가 신선해요""', 151]]","['단체석', '입식']","[[""오므상 하이볼"", 7500], [""돈카츠 오므카레"", 12900], [""함박 오므카레"", 12900], [""스테이크 오므카레"", 16900], [""이태리 오므카레"", 14500], [""모둠튀김 오므카레"", 13900], [""가라아게 오므카레"", 12500], [""레몬소바"", 8500], [""새우튀김 우동"", 7500], [""오므 크림 파스타"", 14000], [""돈카츠 정식"", 12900], [""치즈돈카츠 정식"", 15900], [""함박 정식"", 14500], [""스테키동"", 14900], [""한입 스테이크"", 9500], [""김치교자튀김"", 4900], [""버터갈릭 감자튀김"", 4900], [""오므상 시그니처 세트"", 34500], [""미트 러버스 함박 오븐카레"", 19000], [""미트 러버스 스테이크 오븐카레"", 23000]]",일식
109,32.6,"서울특별시 마포구 와우산로29길 40-18, 지층 왼쪽호 (서교동)",도란도란,193584.9949,450385.0873,0507-1380-2819,수: 10:00 - 21:50; 목: 10:00 - 21:50; 금: 10:00 - 21:50; 토: 10:00 - 21:50; 일: 10:00 - 21:50; 월: 10:00 - 21:50; 화: 10:00 - 21:50,595,"['포장', '예약']",주차 불가,"[['""음식이 맛있어요""', 376], ['""아늑해요""', 281], ['""컨셉이 독특해요""', 262], ['""인테리어가 멋져요""', 242]]",['좌식'],"[[""타코야끼 만들기(2인)"", 30000], [""타코야끼 만들기(3인)"", 40000], [""메론소다"", 4500], [""크림소다"", 4500], [""아메리카노"", 3000], [""카페라떼"", 3500], [""콜라"", 3000]]",일식
