id,size,road_address,name,latitude,longitude,phone,business_hours,review_count,facilities,parking,very_good,seat_info,menu,category
110,51.54,"서울특별시 마포구 와우산로15길 37, 지층 일부호 (서교동)",록집,192992.707,449638.9682,0507-1467-9099,수: 14:00 - 24:00; 목: 12:00 - 24:00; 금: 12:00 - 24:00; 토: 12:00 - 24:00; 일: 12:00 - 24:00; 월: 14:00 - 22:00; 화: 정기휴무 (매주 화요일),54,"['테이크아웃 할인', '생일 혜택', '단체 이용 가능', '무선 인터넷', '포장', '반려동물 동반']",주차 불가,"[['""인테리어가 멋져요""', 46], ['""커피가 맛있어요""', 36], ['""디저트가 맛있어요""', 26], ['""음료가 맛있어요""', 24]]","['단체석', '카운터석', '입식', '연인석', '바테이블', '1인석', '테라스']","[[""록라떼"", 6500], [""집라떼"", 6500], [""파이3종"", 4000], [""애플에이드"", 6500], [""피치에이드"", 6500], [""리치커렌트릴렉서"", 6500]]",한식
111,36,"서울특별시 마포구 와우산로 162-14, 1층 일부(좌측)1호 (서교동)",재지패티,193839.2175,450301.1276,0507-1342-7227,수: 11:00 - 21:30; 목: 11:00 - 21:30; 금: 11:00 - 21:30; 토: 11:00 - 21:30; 일: 11:00 - 21:30; 월: 11:00 - 21:30; 화: 11:00 - 21:30,220,"['배달', '포장', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 227], ['""재료가 신선해요""', 116], ['""친절해요""', 88], ['""혼밥하기 좋아요""', 84]]","['바테이블', '입식']","[[""치즈 도프"", 11900], [""할라피뇨 밤"", 12900], [""초코 케이크 쉐이크"", 11900]]",양식
112,43.7,"서울특별시 마포구 월드컵로 86, 1층 일부호 (서교동)",역전우동0410 망원역점,191977.5169,450474.7574,0507-1372-2082,수: 11:00 - 22:00; 목: 11:00 - 22:00; 금: 11:00 - 22:00; 토: 11:00 - 22:00; 일: 11:00 - 22:00; 월: 11:00 - 22:00; 화: 11:00 - 22:00,92,[],,"[['""음식이 맛있어요""', 78], ['""가성비가 좋아요""', 52], ['""혼밥하기 좋아요""', 44], ['""재료가 신선해요""', 34]]",[],"[[""옛날우동"", 4500]]",한식
113,54,"서울특별시 마포구 양화로6길 73, 1층 102,103호 (서교동)",이자카야 고도리,192711.3815,449598.0041,,화: 18:00 - 05:00; 수: 18:00 - 05:00; 목: 18:00 - 05:00; 금: 18:00 - 05:00; 토: 18:00 - 05:00; 일: 18:00 - 23:55; 월: 정기휴무 (매주 월요일),172,"['단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분', '출입구 휠체어 이용가능', '좌석 휠체어 이용가능']",주차 불가,"[['""음식이 맛있어요""', 150], ['""술이 다양해요""', 113], ['""인테리어가 멋져요""', 99], ['""특별한 메뉴가 있어요""', 65]]","['카운터석', '1인석', '바테이블', '단체석', '룸']","[[""가쓰오우동"", 9000], [""고기우동"", 12000], [""부타동"", 9000], [""규동"", 11000], [""카라아게동"", 11000], [""오야코동"", 12000], [""육즙가득카라아게"", 10000], [""매콤달콤 깐풍 카라아게"", 13000], [""꾸덕뚜덕 풍미 크림 카라아게"", 14000], [""바삭바삭 닭껍질 카라아게"", 10000], [""닭 다리살 데리야끼"", 13000], [""닭 다리살 소금구이"", 13000], [""나라타마(부추계란볶음)"", 10000], [""아게다시 도후(4개)(두부튀김)"", 10000], [""나스야끼(가지구이)"", 12000], [""쇼가야끼(돼지고기생강구이)"", 13000], [""돼지고기 숙주 볶음"", 12000], [""우삼겹 숙주볶음"", 13000], [""토마토 모짜렐라 카프레제"", 15000], [""오뎅탕"", 15000], [""나가사키 짬뽕"", 18000]]",일식
114,84.87,"서울특별시 마포구 잔다리로 66, 1층 (서교동)",카가와,192621.0612,450169.4038,0507-1421-1434,,296,"['비건 메뉴', '무한 리필', '유기농 메뉴', '단체 이용 가능', '포장', '배달', '무선 인터넷', '예약', '대기공간', '반려동물 동반', '좌석 휠체어 이용가능']",무료 주차 가능,"[['""음식이 맛있어요""', 319], ['""재료가 신선해요""', 141], ['""친절해요""', 118], ['""양이 많아요""', 106]]","['단체석', '입식', '바테이블', '1인석']","[[""뚝배기직화소고기숙주우동"", 12900], [""모리아와세텐푸라냉/온우동"", 13000], [""우엉튀김우동"", 10000], [""등심카츠정식"", 12000], [""안심카츠정식"", 13000], [""모듬카츠정식"", 13000], [""카케우동"", 8000], [""붓카케우동"", 8000], [""니꾸카레밥"", 11000], [""돈카츠카레밥"", 12000], [""모리아와세모듬텐푸라튀김"", 6000], [""감태유부초밥(2pc)"", 3000], [""니꾸추가"", 2500], [""유부추가"", 1500], [""온센타마고추가"", 1000], [""한잔맥주"", 2500]]",일식
115,108.6,"서울특별시 마포구 와우산로 104, 2층 (서교동)",면식당 홍익대점,193301.7261,450082.2633,0507-1344-2548,수: 10:30 - 21:00; 목: 10:30 - 21:00; 금: 10:30 - 21:00; 토: 10:30 - 21:00; 일: 10:30 - 21:00; 월: 10:30 - 21:00; 화: 10:30 - 21:00,506,"['글루텐프리 메뉴', '단체 이용 가능', '포장', '배달', '예약', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 509], ['""혼밥하기 좋아요""', 236], ['""매장이 넓어요""', 235], ['""양이 많아요""', 223]]","['단체석', '바테이블', '입식', '1인석']","[[""돈코츠라멘"", 8400], [""매운돈코츠라멘"", 8900], [""쇼유라멘"", 7900], [""에비돈코츠라멘"", 10400], [""큰부타동"", 8500], [""큰김치부타동"", 8900], [""마제소밥(면대신밥)"", 8500], [""마제소바"", 9400], [""카제소바"", 10000], [""냉소바 (계절메뉴)"", 8500], [""판소바"", 8400], [""김치마제소바"", 10000], [""샤브쌀국수"", 8900], [""매운샤브쌀국수"", 9500], [""수제등심카츠"", 10500], [""매운파돈카츠"", 11500], [""더블체다카츠"", 11900], [""반반카츠"", 11900], [""모짜치즈카츠"", 12500], [""매콤카레카츠"", 13500]]",일식
116,142,"서울특별시 마포구 성미산로2길 33, 城廣빌딩 1층 (서교동)",서부청기와감자탕 망원역점,191991.1511,450528.9459,0507-1432-1809,목: 00:00 - 24:00; 금: 00:00 - 24:00; 토: 00:00 - 24:00; 일: 00:00 - 24:00; 월: 00:00 - 24:00; 화: 00:00 - 24:00,135,"['무한 리필', '단체 이용 가능', '포장', '방문접수/출장', '무선 인터넷', '남/녀 화장실 구분', '대기공간']",주차 불가,"[['""음식이 맛있어요""', 137], ['""양이 많아요""', 76], ['""재료가 신선해요""', 67], ['""매장이 넓어요""', 57]]",[],"[[""감자탕(소)"", 36000], [""뼈해장국"", 10000]]",한식
117,43.08,"서울특별시 마포구 와우산로29마길 6, 1층 (서교동)",멘타쿠,193454.9977,450399.4894,0507-1374-5247,수: 11:00 - 21:00; 목: 11:00 - 21:00; 금: 11:00 - 21:00; 토: 11:00 - 21:00; 일: 11:00 - 21:00; 월: 11:00 - 21:00; 화: 11:00 - 21:00,147,[],주차 불가,"[['""음식이 맛있어요""', 145], ['""혼밥하기 좋아요""', 79], ['""특별한 메뉴가 있어요""', 73], ['""재료가 신선해요""', 58]]",['바테이블'],"[[""기본츠케멘"", 10500], [""매운츠케멘"", 11000], [""들깨 츠케멘"", 11500], [""매운들깨츠케멘"", 12000]]",일식
118,49.25,"서울특별시 마포구 양화로 72, 1층 125호 (서교동, 서교동 효성 해링턴 타워)",온복비빔국수,192571.3982,449840.2342,0507-1424-2583,수: 10:30 - 21:00; 목: 10:30 - 21:00; 금: 10:30 - 21:00; 토: 10:30 - 21:00; 일: 10:30 - 21:00; 월: 10:30 - 21:00; 화: 10:30 - 21:00,323,"['포장', '배달', '남/녀 화장실 구분']",무료 주차 가능,"[['""음식이 맛있어요""', 310], ['""혼밥하기 좋아요""', 141], ['""양이 많아요""', 130], ['""재료가 신선해요""', 126]]",[],[],한식
119,56.42,"서울특별시 마포구 잔다리로 30-18, 지1층 (서교동)",잔향,192866.2285,449931.3502,0507-1434-0946,화: 17:00 - 01:00; 수: 17:00 - 01:00; 목: 17:00 - 01:00; 금: 17:00 - 02:00; 토: 17:00 - 02:00; 일: 17:00 - 01:00; 월: 정기휴무 (매주 월요일),59,"['무선 인터넷', '단체 이용 가능', '예약']",주차 불가,"[['""음식이 맛있어요""', 55], ['""친절해요""', 34], ['""대화하기 좋아요""', 32], ['""인테리어가 멋져요""', 31]]","['좌식', '단체석']","[[""치즈김치전"", null], [""두부김치"", null]]",한식
120,91.57,"서울특별시 마포구 어울마당로 122, 2층 (서교동)",태초갈비,193201.642,450344.5878,0507-1337-4590,,42,"['단체 이용 가능', '무선 인터넷', '남/녀 화장실 구분', '대기공간', '예약']",주차 불가,"[['""음식이 맛있어요""', 40], ['""고기 질이 좋아요""', 35], ['""친절해요""', 22], ['""인테리어가 멋져요""', 18]]","['연인석', '좌식']","[[""한우갈비살(1인분)"", 38000], [""우대갈비(최소주문2인분)"", 73000], [""한우육회비빔밥"", 8000], [""육회물냉면"", 8000], [""육회비빔냉면"", 8000], [""육회빙수"", 19000]]",한식
121,108.75,"서울특별시 마포구 홍익로 25, 지1층 일부호 (서교동)",프레퍼스 다이어트 푸드 홍대직영점,193048.4631,450243.5707,02-3144-0992,,720,[],,"[['""음식이 맛있어요""', 654], ['""재료가 신선해요""', 550], ['""혼밥하기 좋아요""', 277], ['""매장이 넓어요""', 251]]",[],"[[""곰탕메뉴1"", 17900], [""곰탕메뉴2"", 9900], [""곰탕메뉴3"", 11900], [""곰탕메뉴4"", 8900]]",한식
122,43,"서울특별시 마포구 와우산로29라길 21, 지층 102호 (서교동)",헬로팬 홍대점,193471.6257,450289.6728,0507-1401-0781,수: 11:00 - 22:00; 목: 11:00 - 22:00; 금: 11:00 - 22:00; 토: 11:00 - 22:00; 일: 11:00 - 22:00; 월: 11:00 - 22:00; 화: 11:00 - 22:00,57,"['콜키지 가능', '생일 혜택', '테이크아웃 할인', '포장', '배달', '무선 인터넷']",주차 불가,"[['""음식이 맛있어요""', 52], ['""친절해요""', 33], ['""양이 많아요""', 24], ['""고기 질이 좋아요""', 19]]",['룸'],[],한식
123,94.77,"서울특별시 마포구 어울마당로 49, 2층 (서교동)",에이셉피자 홍대점,192918.5876,449703.5976,,수: 12:00 - 00:30; 목: 12:00 - 00:30; 금: 12:00 - 01:30; 토: 12:00 - 01:30; 일: 12:00 - 00:30; 월: 12:00 - 00:30; 화: 12:00 - 00:30,366,"['포장', '배달', '단체 이용 가능', '무선 인터넷', '예약']",주차 불가,"[['""음식이 맛있어요""', 349], ['""인테리어가 멋져요""', 279], ['""특별한 메뉴가 있어요""', 169], ['""친절해요""', 141]]",[],"[[""에이셉 (싱글)"", 14900], [""코리안 플레이버 (싱글)"", 16900], [""더블 페퍼로니 (싱글)"", 15900], [""핫 치킨 크림 (싱글)"", 15900], [""치즈 (싱글)"", 12900], [""하와이안 (싱글)"", 15900], [""스위트 고구마 (싱글)"", 15900], [""베이컨 체다 (싱글)"", 15900], [""베이컨 포테이토 (싱글)"", 16900], [""불고기 (싱글)"", 16900], [""오리지널 (싱글)"", 17900], [""버팔로 윙 (9조각)"", 12000], [""버팔로스틱 (9조각)"", 12000], [""치킨텐더 (9조각)"", 12000], [""새우링 (9조각)"", 13000], [""감자튀김"", 5000], [""오지치즈감자튀김"", 9000], [""나쵸"", 5000], [""토마토 / 크림 스파게티"", 9000], [""토마토 / 크림 리조또"", 9000], [""우유빙수"", 13900]]",양식
124,63.58,"서울특별시 마포구 와우산로29길 69, 1층 101호 (서교동)",황금복돼지,193430.8653,450431.6233,0507-1482-9402,,209,"['예약', '단체 이용 가능', '무선 인터넷', '배달', '포장']",주차 불가,"[['""음식이 맛있어요""', 178], ['""가성비가 좋아요""', 122], ['""양이 많아요""', 100], ['""친절해요""', 87]]","['단체석', '좌식']","[[""치즈삼겹살(200g)"", 15000], [""삼겹살(200g)"", 12000], [""항정살(200g)"", 12000], [""차돌박이(200g)"", 16000]]",한식
125,50.2,"서울특별시 마포구 독막로3길 18, 302호 (서교동)",안트로,192587.2384,449648.9957,0507-1357-6407,수: 정기휴무 (매주 수요일); 목: 17:00 - 23:00; 금: 17:00 - 24:00; 토: 17:00 - 24:00; 일: 정기휴무 (매주 일요일); 월: 17:00 - 23:00; 화: 17:00 - 23:00,102,"['무선 인터넷', '예약', '배달', '포장']",,"[['""음식이 맛있어요""', 96], ['""친절해요""', 62], ['""재료가 신선해요""', 53], ['""현지 맛에 가까워요""', 49]]",[],"[[""치미창가"", 17000]]",기타
126,89.09,"서울특별시 마포구 성미산로2길 43, 1층 201호 (서교동)",성립,192029.075,450483.5877,,수: 18:00 - 24:00; 목: 18:00 - 24:00; 금: 18:00 - 24:00; 토: 17:00 - 24:00; 일: 17:00 - 24:00; 월: 정기휴무 (매주 월요일); 화: 18:00 - 24:00,80,"['콜키지 가능', '예약', '단체 이용 가능', '무선 인터넷']",무료 주차 가능,"[['""음식이 맛있어요""', 81], ['""친절해요""', 50], ['""술이 다양해요""', 45], ['""특별한 메뉴가 있어요""', 32]]","['카운터석', '바테이블']","[[""사시미 모리아와세 2인"", 36000], [""오늘의 봉초밥"", 25000], [""초당 옥수수 튀김 (여름한정)"", 17000], [""스키야키"", 25000], [""이소베마끼"", 17000], [""부타노 가쿠니"", 17000]]",일식
127,25.55,"서울특별시 마포구 잔다리로3안길 27, b03호 (서교동)",넨네,192843.3694,449795.3289,0507-1347-9339,화: 16:30 - 02:00; 수: 16:30 - 02:00; 목: 16:30 - 02:00; 금: 16:30 - 02:00; 토: 16:30 - 02:00; 일: 16:30 - 01:00; 월: 정기휴무 (매주 월요일),118,"['콜키지 가능', '반려동물 동반', '노키즈존']",주차 불가,"[['""음식이 맛있어요""', 107], ['""가성비가 좋아요""', 61], ['""혼술하기 좋아요""', 51], ['""친절해요""', 50]]","['좌식', '테라스', '입식', '1인석']","[[""오이시"", 4000], [""안키모띠"", 9000], [""도테야끼"", 9000], [""유부냠우동"", 7000], [""건조가오리지느러미"", 8000], [""오뎅모리"", 9900], [""마시멜로"", 4000], [""야끼소바"", 8500], [""돈코츠신라멘"", 7500], [""캬베츠사라다"", 4000], [""메론미니빙수"", 4000], [""트러플타코뇨끼"", 12009], [""게우파스타"", 9500], [""카레우동"", 9500], [""들깨크림나베"", 15000]]",일식
128,115.5,"서울특별시 마포구 동교로19길 48 (서교동, 1층일부)",송가네정육식당,192622.0878,450584.4138,02-323-7469,,160,[],,"[['""음식이 맛있어요""', 110], ['""고기 질이 좋아요""', 54], ['""친절해요""', 41], ['""양이 많아요""', 27]]",[],"[[""생삼겹살"", null], [""생목살"", null], [""생항정살"", null], [""껍데기"", null], [""돼지고기"", null], [""한우등심"", null], [""한우육회"", null], [""한우모듬"", null], [""한우갈비살"", null], [""한우차돌박이"", null], [""돼지고기김치찌개"", null], [""돼지왕갈비"", null]]",한식
129,79.35,"서울특별시 마포구 와우산로29바길 12, 1층 (서교동)",오제키,193392.0153,450406.9112,,화: 16:00 - 03:00; 수: 정기휴무 (매주 수요일); 목: 16:00 - 03:00; 금: 16:00 - 03:00; 토: 16:00 - 03:00; 일: 16:00 - 03:00; 월: 16:00 - 03:00,182,"['단체 이용 가능', '예약', '무선 인터넷', '남/녀 화장실 구분']",,"[['""음식이 맛있어요""', 191], ['""친절해요""', 107], ['""가성비가 좋아요""', 71], ['""대화하기 좋아요""', 68]]",[],"[[""참치 사시미"", 35000], [""밀퓌유 나베"", 23000], [""치킨 가라아게"", 18000], [""야끼소바 + 빵"", 18000]]",일식
130,59.24,"서울특별시 마포구 양화로6길 57-13 (서교동, 2층201호)",블루먼데이,192660.3599,449669.3333,,수: 18:30 - 24:00; 목: 18:30 - 24:00; 금: 18:30 - 01:00; 토: 18:30 - 01:00; 일: 18:30 - 23:00; 월: 18:30 - 24:00; 화: 18:30 - 24:00,45,"['무선 인터넷', '단체 이용 가능', '예약']",,"[['""음악이 좋아요""', 35], ['""친절해요""', 20], ['""술이 다양해요""', 18], ['""대화하기 좋아요""', 17]]",[],"[[""Limeto"", 17000], [""Jin&tonic"", 15000], [""Vodca&tonic"", 15000]]",한식
131,74.76,"서울특별시 마포구 와우산로21길 36-4, 2층 (서교동)",티퍼프,193038.609,450034.0331,0507-1353-0302,수: 18:00 - 02:00; 목: 18:00 - 02:00; 금: 18:00 - 03:00; 토: 18:00 - 03:00; 일: 18:00 - 02:00; 월: 18:00 - 02:00; 화: 정기휴무 (매주 화요일),47,[],,"[['""친절해요""', 34], ['""음식이 맛있어요""', 14], ['""인테리어가 멋져요""', 13], ['""매장이 청결해요""', 12]]",[],"[[""후카"", 24000], [""이벤트세트"", 75000]]",한식
132,63.9,"서울특별시 마포구 성미산로2길 43, 지하1층 (서교동)",서울미트볼,192029.075,450483.5877,02-337-4391,수: 11:00 - 21:00; 목: 11:00 - 21:00; 금: 11:00 - 21:00; 토: 11:00 - 21:00; 일: 정기휴무 (매주 일요일); 월: 11:00 - 21:00; 화: 11:00 - 21:00,343,"['단체 이용 가능', '포장', '무선 인터넷']",주차 가능,"[['""음식이 맛있어요""', 394], ['""양이 많아요""', 149], ['""가성비가 좋아요""', 119], ['""특별한 메뉴가 있어요""', 112]]",[],"[[""서울미트볼 + 라이스"", 11500], [""그레이비 미트볼 + 라이스"", 11500], [""머쉬룸 크림 미트볼 + 라이스"", 11500], [""엔초비 파스타 + 미트볼"", 11500], [""서울 크리미 + 미트볼"", 11500], [""서울 알리오 + 미트볼"", 11500], [""스파이시 토마토 + 미트볼"", 11500], [""명란 바질 파스타 + 미트볼"", 11900], [""카레크림 파스타"", 11900], [""엔초비 머쉬룸 파스타"", 11900], [""날치알 로제 파스타"", 11900], [""서울 비빔밥"", 9500], [""서울 카레밥"", 9500], [""토마토 베이컨 필라프"", 9500], [""머쉬룸 크림 리조또"", 9500], [""감자 프라이"", 6500], [""허니 고구마 스틱"", 7500], [""바질 샐러드"", 9500], [""서울 샐러드"", 9500]]",양식
