지번주소,사업장명,Processed,메뉴
서울특별시 마포구 서교동 466-20번지 ,서교가든숯불갈비,Yes,"[['돼지갈비 (200g)', 15000], ['한우 특등심(150g)', 49000], ['생삼겹 (180g)', 15000], ['생목살 (180g)', 15000], ['생갈매기살 (180g)', 15000], ['껍데기 (150g)', 8000], ['육회(150g)', 29000]]"
서울특별시 마포구 서교동 394-78 ,무니,Yes,"[['참치회', 52000], ['우니+사시미', 45000], ['숙성모듬회', 38000], ['칠리새우', 19000], ['안키모', 10000]]"
서울특별시 마포구 서교동 366-4 ,토끼정,Yes,"[['쿠시카츠 정식', None], ['날치알 토끼밥', None], ['산더미 양배추 샐러드', None], ['명란 크림 파스타', None], ['프레시 바질 파스타', None], ['일본풍 토마토 파스타', None], ['큐브 스테이크 카레', None], ['토끼정 크림 카레 우동', None], ['카레우동', None], ['스테이크 덮밥', None], ['반반 덮밥', None], ['갈비맛 삼겹 덮밥', None], ['매콤한 고기 덮밥', None], ['오꼬노미-야끼 파스타', None], ['치즈 카츠 정식', None], ['프리미엄 카츠 정식', None], ['철판 큐브 스테이크 정식', None], ['촌두부 크림치즈와 빵과 크래커', None], ['간장닭튀김', None], ['함밤 스테-끼 밥', None]]"
서울특별시 마포구 서교동 325-12,최고집,Yes,"[['냉동삼겹살', 12000], ['돼지껍데기', 10000], ['고추장찌개', 7000], ['짜파게티', 5000], ['비빔면', 5000], ['계란찜', 4000], ['볶음밥', 4000], ['공기밥', 1000]]"
서울특별시 마포구 서교동 459-7,달빛소굴,Yes,"[['프라이드 치킨', 23000], ['닭껍질 튀김', 15000], ['닭똥집튀김', 15000], ['케이준 샐러드', 18000], ['모듬소세지', 19000], ['멘보샤 or 감자튀김', 17000], ['골뱅이소면', 20000], ['감자튀김', 15000], ['과일', 28000], ['화채', 25000], ['먹태', 18000], ['육포', 20000], ['문어 or 노가리', 18000], ['가오리 날개', 18000], ['훈제족발', 23000], ['훈제 오리무침', 25000], ['알탕', 18000], ['번데기탕', 13000], ['해물누룽지탕', 20000], ['어묵탕', 15000], ['나가사키짬뽕', 18000], ['', None]]"
서울특별시 마포구 서교동 395-199,허밍벨라,Yes,"[['피스타치오 크림라떼', 6500], ['티(TEA)', 6000], ['에이드(ADE)', 6500], ['아메리카노', 5000], ['카페라떼', 6000], ['바닐라라떼', 6500], ['카푸치노', 6000], ['아이스크림 라떼', 7000], ['더치커피', 6000], ['바나나 라떼', 6500], ['복숭아 아이스티', 5500], ['로얄 밀크티', 6500], ['초코라떼', 6000], ['딸기라떼(ICE)', 7000], ['우유 팥빙수', 10000], ['망고 우유빙수', 11000], ['딸기청 우유빙수', 12000]]"
서울특별시 마포구 서교동 328-69번지 ,탐탐오향족발,Yes,"[['오향족발(뒷다리)', 39000], ['오향족발(앞다리)', 44000], ['오향족발(특대(앞다리))', 57000], ['마늘족발(뒷다리)', 42000], ['마늘족발(앞다리)', 46000], ['마늘족발(특대(앞다리))', 59000], ['양념족발(뒷다리)', 42000], ['양념족발(앞다리)', 46000], ['냉채족발(앞다리(중))', 42000], ['냉채족발(앞다리(대))', 46000], ['냉채족발(특대(앞다리))', 59000], ['오향반마늘반(뒷다리)', 42000], ['오향반마늘반(앞다리)', 46000], ['오향반마늘반(특대(앞다리))', 59000], ['오향반양념반(뒷다리)', 42000], ['오향반양념반(앞다리)', 46000], ['오향반양념반(특대(앞다리))', 59000], ['마늘반양념반(뒷다리)', 44000], ['마늘반양념반(앞다리)', 48000], ['마늘반양념반(특대(앞다리))', 60000]]"
서울특별시 마포구 서교동 358-68번지,천사곱창,Yes,"[['모듬 (220g)', 17900], ['소곱창 (200g)', 16900], ['소막창 (200g)', 16900], ['소대창 (200g)', 16900], ['천사국수', 3500]]"
서울특별시 마포구 서교동 399-4 ,빼레,Yes,"[['바지락술밥', 28000], ['흑임자가라아게', 25000], ['매콤바지락스튜', 28000], ['갈릭 새우버터구이', 28000], ['빼레 안주세트', 85000]]"
서울특별시 마포구 서교동 347-30,누바,Yes,"[['클로버 진 칵테일', 15000], ['꼬냑 하이볼', 15000], ['꼬냑 위트 칵테일', 15000], ['에스프레소', 3000], ['아메리카노', 5000], ['아포가토', 8000], ['카페 코레토', 8000]]"
서울특별시 마포구 서교동 331-2,키즈나,Yes,"[['모듬꼬치구이 (10종)', 29000], ['명란삼겹비빔멘', 16000], ['나가사키짬뽕', 19000], ['간사이오뎅', 18000], ['소고기타다끼(살치살)', 25000], ['명란계란말이', 15000], ['메로구이', 25000], ['모듬가라아게', 23000], ['토리가라아게', 16000], ['닭껍질튀김', 12000], ['생연어사시미 (중)', 29000], ['생연어사시미 (소)', 15000]]"
서울특별시 마포구 서교동 404-8번지 3층 ,옥탑방 부엉이,Yes,"[['메뉴1', None], ['메뉴2', None], ['메뉴3', None], ['애플 바베큐 보쌈 - 대 28,00원 / 소 19,000원', None], ['갈비찜 떡볶이 - 대 28,000원 / 소 19,000원', None], ['배싸메 육회 무쳐 - 25,000원', None], ['바삭 누룽지 닭강정 -16,000원', None], ['레몬 간장 치킨 - 16,000원', None], ['슈림프 앤 칩스 -16,000원', None], ['골뱅이와 오색 야채 물회 - 15,000원', None], ['가지 스테이크 - 15,000원', None], ['버섯과 그라나파다노 치즈 샐러드 - 15,000원', None], ['방울방울 토마토-모짜렐라 샐러드 - 13,000원', None], ['냉수육과 중화풍 살사 소르 - 13,000원', None], ['새우부추전 - 13,000원', None], ['치즈와 곶감정과 - 15,000원', None], ['마른안주 플레이트 - 13,000원', None], ['흑미계란밥 - 3,000원', None], ['돼지통살 김치 전골 - 17,000원', None], ['조개 듬뿍 클램차우더 - 13,000원', None]]"
서울특별시 마포구 서교동 328-69번지,탐탐오향족발2,Yes,"[['오향족발(뒷다리)', 39000], ['오향족발(앞다리)', 44000], ['오향족발(특대(앞다리))', 57000], ['마늘족발(뒷다리)', 42000], ['마늘족발(앞다리)', 46000], ['마늘족발(특대(앞다리))', 59000], ['양념족발(뒷다리)', 42000], ['양념족발(앞다리)', 46000], ['냉채족발(앞다리(중))', 42000], ['냉채족발(앞다리(대))', 46000], ['냉채족발(특대(앞다리))', 59000], ['오향반마늘반(뒷다리)', 42000], ['오향반마늘반(앞다리)', 46000], ['오향반마늘반(특대(앞다리))', 59000], ['오향반양념반(뒷다리)', 42000], ['오향반양념반(앞다리)', 46000], ['오향반양념반(특대(앞다리))', 59000], ['마늘반양념반(뒷다리)', 44000], ['마늘반양념반(앞다리)', 48000], ['마늘반양념반(특대(앞다리))', 60000]]"
서울특별시 마포구 서교동 358-123,무쇠김치삼겹,Yes,"[['무쇠김치삼겹(130g)', 12500], ['김치전골한판', 5000], ['김치전골 고기추가', 5000], ['생칼국수사리', 3000], ['두부추가', 2000], ['미나리김치삼겹', 14000]]"
서울특별시 마포구 서교동 328-62 지하1층,아씨시,Yes,"[['알리오올리오', 11000], ['뽀모도로파스타', 12000], ['크림까르보나라', 13000], ['아마트리치아나', 16000], ['이베리코플루마스테이크', 33000], ['새우루꼴라오일파스타', 15000], ['트러플크림뇨끼', 17000], ['봉골레오일파스타', 16000], ['카프레제', 9000], ['고르곤졸라피자', 17000], ['마르게리따', 17000], ['페퍼로니피자', 17000], ['먹물치즈아란치니', 5000], ['라구파스타', 17000], ['새우관자오일파스타', 17000], ['바질페스토콜드파스타', 19000], ['이천쌀 통오징어 먹물리조또', 19000]]"
서울특별시 마포구 서교동 403-3번지,섬마을,Yes,"[['섬마을초밥', 13000], ['모듬초밥', 20000], ['특모듬초밥', 24000], ['생연어초밥', 25000], ['냉모밀', 9000], ['새우튀김우동', 9000], ['매운치즈돈카츠', 16000], ['모듬 회덮밥', 13000], ['연어회덮밥', 15000], ['연어롤', 15000], ['활어초밥', 30000]]"
서울특별시 마포구 서교동 396-47 2층,아초바,Yes,"[['포테이토 또띠아 피자', 18000], ['감자튀김', 10000], ['햄&치즈 플레이트 (2인)', 22000], ['나초', 10000], ['치킨가라아게', 13000], ['감바스', 18000], ['육포', 20000], ['모듬소세지', 20000], ['과일', 22000]]"
서울특별시 마포구 서교동 401-12 3층 ,와인어클락,Yes,"[['와인어클락 플래터', 35000], ['샤퀴테리 플래터', 30000], ['치즈 플래터', 28000], ['잠봉 드 파리', 14000], ['잠봉뵈르 샌드위치', 15000], ['이베리코 베요타 하몽', 35000], ['빠떼 엉 크루트', 13000], ['부라타 & 토마토', 19000], ['끌로미에 치즈구이', 19000], ['보코치니 카프레제', 12000], ['엔다이브 브루스케타', 15000], ['에그 프리터', 13000], ['리코타 곶감머스캣', 15000], ['꿀밤', 13000]]"
서울특별시 마포구 서교동 375-5번지,시골순대,,
서울특별시 마포구 서교동 468-32번지,육향,Yes,"[['돔베고기정식', 9000], ['한방갈비탕', 12000], ['흑돼지비빔막국수', 7000], ['목살(200g)', 14000], ['오겹살(200g)', 15000]]"
서울특별시 마포구 서교동 408-25,주문포차,,
서울특별시 마포구 서교동 331-2번지 1층 ,홍대 수족관,Yes,"[['모둠회(소)', 40000], ['광어회(소)', 40000], ['연어(소)', 40000], ['방어회(중)', 55000], ['전복숙회(대)', 35000], ['소라숙회(대)', 39000], ['문어숙회', 25000], ['키조개관자구이', 24000], ['새무튀김', 18000], ['오징어튀김', 18000], ['어묵탕', 18000], ['매운탕', 18000], ['백합탕', 18000], ['알탕', 18000]]"
서울특별시 마포구 서교동 392-14번지 ,주식회사로켓치킨,Yes,"[['세트A', 42000], ['세트B', 44000], ['세트C', 38000], ['순살 후라이드 치킨', 22000], ['순살 꽈리간장치킨', 23000], ['순살 까르보치킨', 27000], ['순살 로제치킨', 27000], ['순살 크리스피 치킨', 23000], ['순살 데리야끼 치킨', 24000], ['순살 파닭', 23000], ['순살 양념', 23000], ['순살 The 매운치킨', 23000], ['후라이드치킨', 22000], ['양념치킨', 23000], ['부산어묵탕', 20000], ['나가사끼 짬뽕탕', 20000], ['해물 짬뽕탕', 20000], ['먹태구이', 17000], ['반건조오징어', 17000], ['버터구이 오징어', 19000]]"
서울특별시 마포구 서교동 404-7 ,항방양꼬치,,
서울특별시 마포구 서교동 401-3 1층 ,바다포차,Yes,"[['조개탕', 20000], ['막회무침', 25000], ['막회', 25000], ['홍새우구이', 18000], ['피문어숙회', 25000]]"
서울특별시 마포구 서교동 334-19,돈나무,Yes,"[['돈나무 모둠 편백찜 (우삼겹)', 16000], ['돈나무 모둠 편백찜 (차돌박이)', 19000], ['돈나무 모둠 철판 (차돌박이)', 19000], ['스페셜 편백찜 샤브세트 (우삼겹) (2인 기준)', 45000], ['스페셜 편백찜 샤브세트 (차돌박이) (2인 기준)', 50000], ['뚝배기 샤브 (점심특선)', 10000], ['소고기 뭇국 백반 (점심특선)', 9000], ['소불고기 덮밥 (점심특선)', 9000]]"
서울특별시 마포구 서교동 327-17,곱창전골,Yes,"[['조니워커블랙', None], ['오렌지주스', None], ['망고주스', None], ['크랜베리주스', None], ['자몽주스', None], ['블루사파이어', None]]"
서울특별시 마포구 서교동 396-32,해정집,Yes,"[['맑은 해정국밥', 12000], ['진한 해정국밥', 12000], ['얼큰 해정국밥', 13000], ['스지국밥', 15000], ['들기름항정수육면', 20000], ['스지수육', 27000], ['얼큰만두전골', 32000], ['매운 불스지', 26000], ['항정보쌈', 35000], ['해정전골', 45000]]"
서울특별시 마포구 서교동 345-7 ,그남자의볶음밥,Yes,"[['마라볶음밥', 10900], ['김치삼겹살볶음밥', 9900], ['치킨베이컨볶음밥', 9900], ['김치베이컨볶음밥', 9900]]"
서울특별시 마포구 서교동 328-49번지 ,더파이브올스,Yes,"[['자이언트 플레이팅', 20000], ['모듬순살 치킨', 18000], ['콥 샐러드', 15000], ['야끼소바', 8000], ['랜덤 플레이팅', 15000], ['소세지구이', 15000], ['카페 그라탕', 8000]]"
서울특별시 마포구 서교동 396-28번지,물고기초밥,Yes,"[['초밥우동세트 (초밥 8p+미니우동)', 13000], ['덮밥우동세트 (회덮밥+미니우동)', 11000], ['특모둠 초밥 (12p)', 28000], ['물고기 초밥 (12p)', 23000], ['모둠 초밥 (10p)', 18000], ['모둠사시미 (중)', 40000], ['연어사시미', 38000], ['광어사시미', 45000], ['반반사시미', 42000], ['회덮밥', 15000], ['회무침', 15000], ['우동', 8000], ['김치우동', 9000], ['타코와사비', 13000]]"
서울특별시 마포구 서교동 352-28번지 1층 ,설맥 홍대서교점,Yes,[]
서울특별시 마포구 서교동 346-46,통통돼지,Yes,"[['뽈살(양념)(200g)', 15000], ['삼겹살(200g)', 15000], ['항정살(150g)', 16000], ['소갈비살(150g)', 17000], ['왕막창(180g)', 15000]]"
서울특별시 마포구 서교동 331-7번지,황소곱창,Yes,"[['특양 (180g)', 22000], ['한우곱창', 19000], ['소막창', 19000], ['소대창', 19000], ['곱창모듬', 20000], ['우삼겹', 12000], ['염통', 12000], ['볶음밥', 3000], ['우삼겹사리', 6000], ['떡사리', 3000], ['소스메뉴', 1000]]"
서울특별시 마포구 서교동 352-1 ,아리랑,Yes,"[['화로숯불구이+모츠나베 세트 1인', 33000], ['갈비살', 26000], ['하이볼', 8000]]"
서울특별시 마포구 서교동 369-4번지,원나잇,Yes,"[['간사이 오뎅탕', 24000], ['차돌버섯 스끼야끼', 26000], ['돈까스 짬뽕', 25000], ['나가사키 짬뽕', 24000], ['통목살 김치찜', 26000], ['촉촉 갈릭보쌈', 24000], ['비빔 훈제오리', 24000], ['돔베고기 비빔쫄면', 24000], ['벌교꼬막 비빔소면', 23000], ['THE 해물떡찜', 25000], ['REAL 순살파닭', 23000], ['감자품은 새우', 24000], ['봉골레 술찜파스타', 26000], ['레몬치킨 커틀렛', 24000], ['중화삼겹 숙주볶음', 24000], ['석류레몬 과일화채', 23000], ['비쥬얼 왕빙수', 23000], ['바짝양념 닭강정', 24000], ['해물모둠 야끼동', 24000], ['소고기 타다끼', 26000], ['해물해장라면', 10000], ['', None], ['', None]]"
서울특별시 마포구 서교동 327-20,고토히라우동,Yes,"[['해물우동', 9500], ['에비텐우동', 9500], ['니꾸우동', 9500], ['키노코우동', 9000], ['치쿠와우동', 9000], ['키즈네우동', 9000], ['김치돈까스우동', 10500], ['자루우동', 9000], ['냉우동', 9500], ['수제돈까스', 9000], ['새우튀김', 4500], ['오징어다리튀김', 4500], ['치쿠와튀김', 2500], ['치쿠와우동', 9500], ['냉소바', 9500], ['오뎅우동', 9500], ['자루우동', 9000], ['자루소바', 9000]]"
서울특별시 마포구 서교동 333-10번지 ,카페333,Yes,"[['아메리카노', 5000], ['카페라떼', 5500], ['콜드브루', 5500], ['자몽에이드', 6000], ['초코라떼', 6000]]"
서울특별시 마포구 서교동 376-9번지,텃밭,Yes,"[['양념돼지불백', 8000], ['동태찌개', 8000], ['닭도리탕', 8000], ['옛날돈가스', 8000], ['카레돈가스', 8000], ['뚝배기불고기', 8500], ['돌솥비빔밥', 8000], ['돌솥알밥', 8500], ['돌솥참치', 8000], ['돌솥제육', 8000], ['돌솥불고기', 8500], ['부대찌개', 8000], ['김치찌개', 8000], ['참치찌개', 8000], ['된장찌개', 7500], ['청국장', 8000], ['순두부', 7500], ['콩비지', 7500], ['닭곰탕', 8000], ['닭개장', 8000], ['북어국', 8000], ['', None], ['', None], ['', None]]"
서울특별시 마포구 서교동 395-78,시카고,Yes,"[['마일드 마스카포네', 29000], ['베이컨 체다 크리미', 30000], ['스위트 갈릭', 27000], ['올 미트', 31000], ['얌 고구마', 27000], ['바삭퐁 감자', 27000], ['지킬 앤 하이드', 27000], ['디아볼라', 27000], ['눈꽃 명란 크림 파스타', 18000], ['새우 로제 파스타', 16000], ['알리오올리오', 15000], ['아마트리치아나', 16000], ['까르보나라파스타', 16000], ['바질크림파스타', 16000], ['눈꽃 명란 크림 보리 리조또', 18000], ['새우 로제 보리 리조또', 16000], ['바질 크림 보리 리조또', 16000], ['채끝등심 스테이크', 31000], ['립아이 스테이크', 58000], ['돈마호크 스테이크', 25000], ['티본 스테이크', 89000]]"
서울특별시 마포구 서교동 396-58,대포막창 生 삼겹,Yes,"[['대구납작생막창 (150g)', 14000], ['대구소막창(150g)', 23000], ['양념막창볶음 (150g)', 16000], ['국내산삼겹살(160g)', 14000], ['마늘소스껍데기', 5000], ['칼칼해물라면', 5000], ['고추장찌개', 8000], ['마가린밥', 3000], ['볶음밥', 3000]]"
서울특별시 마포구 서교동 332-5 ,쭌곱창,Yes,"[['세트 A', 35000], ['곱창', 12000], ['세트 B', 36000], ['세트 C', 37000], ['갈비', 14000], ['닭발', 15000], ['볶음밥', 3000], ['우동사리', 4000], ['계란찜', 5000], ['치즈사리', 5000], ['마요김치주먹밥', 4000], ['생크림파인애플', 2000], ['눈꽃치즈계란찜', 6000], ['치즈 or 갈릭 퐁듀', 2000]]"
