지번주소,사업장명,Processed,메뉴
서울특별시 마포구 서교동 404-8 2층,데스페라도,Yes,"[['올라 감바스', 24900], ['기네스 생맥주', 11900], ['코젤다크 생맥주', 8900], ['파울라너 생맥주', 7900], ['쉬림프 칵테일', 9900], ['씨푸드 외국 짬뽕', 26900], ['크리미 술찜', 22900], ['쿠반 모히또 &피냐 콜라다', 19900], ['하우스 상그리아', 12900], ['과카몰레 나초스', 24900], ['기네스 석화 세트', 33000], ['베이컨 크림 파스타', 22900], ['해산물 토마토 파스타', 21900], ['해산물 크림 파스타', 22900]]"
서울특별시 마포구 서교동 399-26,지하102호 3호점,Yes,"[['오늘의사시미', 37000], ['차돌박이마늘짬뽕', 22000], ['나가사끼짬뽕', 25000], ['일본식오뎅탕', 20000], ['얼큰바지락탕', 18000], ['매운해물국물떡볶이', 18000], ['2종사시미', 41000], ['생연어사시미', 30000], ['생연어샐러드', 30000], ['참치타다끼', 25000], ['육사시미', 30000], ['한우육회 (200g)', 25000], ['돌문어숙회', 30000], ['숯불닭구이', 20000], ['닭모듬꼬치구이', 24000], ['일본식야끼교자', 18000], ['야끼소바', 18000], ['차돌숙주볶음', 18000], ['명란구이', 18000], ['모듬소시지구이', 18000]]"
서울특별시 마포구 서교동 396-32,해정집,Yes,"[['맑은 해정국밥', 12000], ['진한 해정국밥', 12000], ['얼큰 해정국밥', 13000], ['스지국밥', 15000], ['들기름항정수육면', 20000], ['스지수육', 27000], ['얼큰만두전골', 32000], ['매운 불스지', 26000], ['항정보쌈', 35000], ['해정전골', 45000]]"
서울특별시 마포구 서교동 399-27 1층,장미장,Yes,"[['존슨탕', 23000], ['연유토스트', 10000], ['장미꿀토마토', 9000], ['육회', 23000], ['가라야게&감튀', 18000], ['묵은지김치찌갸', 23000]]"
서울특별시 마포구 서교동 331-9,더6회,Yes,"[['육사시미(200g)', 36000], ['육회(180g)', 26000], ['매콤육회(160g)', 24000], ['육전', 24000], ['육반달무침', 26000], ['차돌숙주볶음', 18000]]"
서울특별시 마포구 서교동 332-28,훌리건,Yes,"[['아메리카노', 5000]]"
서울특별시 마포구 서교동 476-32,잡을손,Yes,"[['닭개장', 12000], ['항정수육', 29000], ['달고기전', 23500], ['전복비빔국수', 17000]]"
서울특별시 마포구 서교동 334-14,샤브로21 서교,Yes,"[['샤브로21 샤브샤브', 7500], ['얼큰 샤브샤브', 8500], ['마라 샤브샤브', 8800], ['미소 샤브샤브', 8500], ['포 샤브샤브', 8500], ['반반 샤브샤브', 9000], ['스키야키', 8500], ['규동', 6500], ['부타동', 6500], ['카라이 규동', 6800], ['카라이 부타동', 6800]]"
서울특별시 마포구 서교동 396-36,먼로,Yes,"[['아메리카노', 4000], ['카페라떼', 5000], ['바닐라라떼', 5500], ['연유라떼', 5500], ['카라멜 마끼아또', 5500]]"
서울특별시 마포구 서교동 363-21,킹케밥,Yes,"[['치킨케밥', 6900], ['램 케밥', 7900], ['믹스 케밥', 8900], ['비프 케밥', 9900], ['팔라펠 랩', 7500], ['크리스피 치킨', 8500], ['킹치킨케밥', 8900], ['킹 믹스 케밥', 10900], ['킹 비프케밥', 11900], ['킹 팔라펠케밥', 9500], ['킹 고등어케밥', 10000], ['킹케밥 덮밥 닭고기', 10500], ['킹케밥 덮밥 양고기', 11500], ['치킨 케밥 치킨', 8900], ['치즈 케밥 램', 9900], ['치즈 케밥 비프', 11900], ['치즈 케밥 믹스', 10500], ['아다나 비프 스테이크', 18500], ['박스 케밥 치킨', 8900], ['박스 케밥 램', 9900]]"
서울특별시 마포구 서교동 358-38,타오,Yes,"[['마라탕', 2000], ['마라샹궈', 3000]]"
서울특별시 마포구 서교동 394-23,88노가리 합정점,Yes,"[['먹태', 16000], ['떡볶이', 10000]]"
서울특별시 마포구 서교동 346-21,비밥,,
서울특별시 마포구 서교동 333-23,스아게 K,Yes,"[['하와이안 카레', 14000], ['가쿠니 카레', 12000], ['닭꼬치 카레', 11000], ['야채 카레', 11000], ['닭다리 카레', 10000]]"
서울특별시 마포구 서교동 395-65 ,바코포차,Yes,"[['한우산낙지탕탕이 (소)', 29000], ['한우통삼겹한판 (소) (300g)', 19000], ['생조개탕', 19000], ['한우육사시미 (소)', 19000], ['고추장삼겹살', 19000], ['연포탕', 33000], ['꾼겨안꾼겨', 21000], ['막창과껍데기', 19000], ['한우스지탕(백탕)', 25000], ['한우육회', 33000], ['껍데기야채볶음', 19000], ['누룽지백숙', 22000], ['오징어순대 (소)', 20000], ['김치전', 18000], ['얼큰차돌짬뽕탕', 21000], ['한돈오겹수육 (소)', 19000], ['해물부추전', 18000], ['누룽지김치찌개', 20000], ['산낙지탕탕이', 21000], ['바코알찜', 23000], ['오뎅탕', 21000]]"
서울특별시 마포구 서교동 396-61 동궁빌리지,호계 합정본점,Yes,"[['모닝글로리 태산 통닭', 32000], ['화산 칠리오일 새우 통닭', 32000], ['(시그니처)모닝글로리 통닭', 25000], ['칠리오일 통닭', 24000], ['마그마 크림통닭', 28000], ['사천식 비빔면', 8000], ['쯔란 감자튀김', 8000], ['마라사리곰탕(소컵)', 5000], ['회오리 오이냉채', 6500], ['고기짬뽕 라면', 6000], ['충칭 라지즈', 16000], ['마장면', 9000], ['건두부 무침', 8000]]"
서울특별시 마포구 서교동 336-23 ,바다생고기,Yes,"[['소고기대창전골', 29000], ['알마니명품알탕', 18000], ['스지오뎅탕 (소)', 10000], ['제철생선 짚불구이와 마라소스', 18000], ['소꼬리와 스지 짚불구이', 18000]]"
서울특별시 마포구 서교동 402-17번지 ,도적,Yes,"[['칼삼겹살', 18000], ['고추장 삼겹살', 18000], ['가브리살', 20000], ['항정살', 21000], ['김치칼국수', 7000], ['비빔국수', 7000]]"
서울특별시 마포구 서교동 394-12 서교동빌딩,김숙성 합정점,Yes,"[['김숙성 스페셜 1', 54000], ['김숙성 삼겹살', 16000], ['김숙성 가브리살', 18000], ['김숙성 특목살', 16000]]"
서울특별시 마포구 서교동 370-2,홍대족발,Yes,"[['족발 한상차림', 38000], ['불족발', 41000], ['홍대막국수', 8000], ['반반 한상차림', 43000], ['꿀참외 막걸리', 13000], ['델몬트 포도소주', 8000]]"
서울특별시 마포구 서교동 476-26,피오리,Yes,"[['할라피뇨 화이트라구', 18000], ['포르치니 버섯 리소또', 16000], ['크리스피 오겹살', 27000]]"
서울특별시 마포구 서교동 362-15,꼬치록록,,
서울특별시 마포구 서교동 408-3,라루즈,Yes,"[['바베큐 콤보 (S)', 30000], ['브리스킷 플레이트 (소)', 18000], ['풀드포크 플레이트 (돼지)', 12000], ['스페어 립 풀 (돼지)', 29000], ['양갈비 스테이크 (2조각)', 18000], ['페페로니피자', 29000], ['페페로니피자 (슬라이스)', 4000], ['치즈피자', 29000], ['치즈피자 (슬라이스)', 4000], ['하프&하프피자', 29000], ['풀드포크피자', 18000], ['핫크림 파스타', 10000], ['쉬림프 로제 파스타', 10000], ['맥앤치즈', 9000], ['그릴시저샐러드', 9000], ['고기칠리감자튀김', 12000], ['어니언링', 10000], ['감자튀김', 8000], ['버팔로 윙', 11000], ['화이트 버팔로 윙', 11000], ['페퍼 윙', 11000]]"
서울특별시 마포구 서교동 364-28,육산장,Yes,"[['산장우대갈비(1인)(280g)', 32000], ['산장삼겹한판 2인', 32000], ['우대갈비 된장찌개', 12000], ['삼겹듬뿍 김치찌개', 6000], ['물냉면', 6000], ['비빔냉면', 6000], ['해장라면', 5000], ['김치볶음밥', 5000], ['산장목살한판 2인', 32000], ['산장삼겹목살한판 2인', 32000], ['스지마라탕', 19000], ['된장술밥', 7000], ['된장찌개', 6000], ['한우육회', 23000], ['한우육회 비빔냉면', 10000], ['불닭볶음면', 5000], ['공기밥', 1000]]"
서울특별시 마포구 서교동 405-14 ,북촌손만두 홍대로데오점,Yes,"[['만두짬뽕밥', None], ['만두곰탕', None], ['만두육개장', None], ['얼큰만둣국', None], ['북촌용모밀', None], ['새끼만두', None], ['새우만두', None], ['새우튀김만두', None], ['모둠만두', None], ['큰모둠만두', None], ['굴림만두', None], ['북촌튀김만두', None], ['마늘새끼튀김만두', None], ['마늘튀김만두', None], ['고추장튀김만두', None], ['매운고추장튀김만두', None], ['찐만두', None], ['갈비만두', None], ['북촌피냉면', None], ['북촌만둣국', None]]"
서울특별시 마포구 서교동 367-16번지 ,정든집,Yes,"[['부산어묵', 1500], ['새우볼', 7500], ['떡구이', 6500], ['교자', 8500], ['새우완탕', 8500], ['명란밥', 9000], ['새우튀김', 9000], ['시샤모', 9000], ['오징어다리튀김', 10000], ['닭꼬치구이', 12000], ['버섯구이', 12000], ['닭껍질말이튀김', 13500], ['규스지조림', 15000], ['대하구이', 15000], ['문어튀김', 16000], ['참소라', 20000], ['레몬', 2500]]"
서울특별시 마포구 서교동 411-15,뉴욕버거,Yes,"[['어니언링', None], ['플레인스콘', None], ['제로미트너겟', None], ['아메리칸데미원버거', None], ['오찡버거', None], ['뉴욕버거', None], ['리얼딥치즈버거', None], ['빅후렌치후라이', None], ['빈스미트핫도그', None], ['순살치킨', None], ['스위트핫도그', None], ['에그포테이토버거', None], ['치킨텐더', None], ['치킹버거(갈릭)', None], ['치킹버거(칠리)', None], ['크리스피 윙&봉', None], ['통새우버거', None], ['바베큐버거', None], ['대왕치즈스틱', None], ['더블치즈프라이즈', None]]"
서울특별시 마포구 서교동 396-49,우미사치,Yes,"[['모듬초밥(10pc)', 19000], ['우미초밥(12pc)', 24000], ['숙성회플레이트(1~2인)', 32000], ['크림치즈왕새우후토마끼(6pc)', 20000], ['고등어봉초밥', 24000], ['시메사바', 20000], ['런치특선초밥(10p)(점심특선)', 15000], ['한우대창구이', 20000], ['오다리가라아게', 16000], ['깐풍치킨', 17000], ['게살크림고로케&명란마요', 12000], ['카다이프새우튀김2p', 9000], ['꼬치모듬오뎅탕', 18000], ['해물폭탄짬뽕탕', 25000], ['한우대창모츠나베', 25000], ['한우트러플육회', 25000]]"
서울특별시 마포구 서교동 333-29번지 ,히메시야,Yes,"[['카츠동', 7000], ['히라메쯔께동', 12000], ['히라메사케동', 11500], ['치라시스시', 12500], ['카레', 5000]]"
서울특별시 마포구 서교동 395-37 ,얼맥당 홍대카페거리점,Yes,"[['감자튀김', 6000], ['황태부각', 6900], ['모둠 소세지', 11900], ['쥐포', 6900], ['먹태', 12000]]"
서울특별시 마포구 서교동 358-39번지 ,홍대씨부엉,Yes,"[['미트 볶이 (2-3인)', 14000], ['씨 볶이 (2-3인)', 20000], ['미니크랩 가라아게', 5000], ['치킨 가라아게', 8000], ['퉁마늘 똥집 가라아게', 8000]]"
서울특별시 마포구 서교동 396-58번지 ,더쿠포차,Yes,"[['더쿠사태핫해', 16000], ['국물 떡볶이', 16000], ['매콤치즈 오돌뼈', 17000], ['더쿠 감자전', 15000], ['더쿠 오삼 볶음', 17000]]"
서울특별시 마포구 서교동 351-16,들풀,Yes,"[['매운 수비드 돼지갈비찜', 36000], ['수비드 소갈비찜', 53000], ['백합 바지락술찜', 22000], ['불고기 떡볶이', 22000], ['오리고기와 야채볶음', 35000], ['제육볶음(요리)', 18000]]"
서울특별시 마포구 서교동 395-29,만월당 합정점,Yes,"[['모듬전+김치찌개', 31000], ['치즈감자전', 19000], ['차돌버섯샤브', 22000], ['한우육회', 24000], ['돼지김치두루치기', 22000], ['나가사끼짬뽕', 20000], ['김치어묵우동', 19000], ['속풀이조개탕', 18000], ['어묵탕', 17000], ['운수좋은날', 20000], ['모듬전', 26000], ['치즈김치전', 19000], ['소고기육전', 19000], ['해물부추전', 18000], ['감자전', 17000], ['김치전', 17000], ['깻잎제육볶음', 19000], ['골뱅이소면', 20000], ['매콤오돌뼈', 18000], ['바지락술찜', 18000], ['도토리묵무침', 16000]]"
서울특별시 마포구 서교동 358-57번지 ,오렌지,Yes,"[['칠리치즈 새우 포테이토', 20000], ['쏘세지야채볶음', 13000], ['제주도 골뱅이 쫄면 무침', 19000], ['통마늘 똥집', 19000]]"
서울특별시 마포구 서교동 396-24,터틀탭스,Yes,"[['미국 전통 오리지널 버팔로윙', 15000], ['DAD레시피 풀드포크버거', 15000], ['트러플 감자튀김', 11000], ['스윗포테이토 프라이즈', 12000]]"
서울특별시 마포구 서교동 402-5번지 1층 ,더피자보이즈,Yes,"[['super supreme', 23000], ['pepperoni', 19000], ['4 kinds of cheese', 19000], ['hawiian', 22000], ['potato', 22000], ['Corn Cheese', 22000], ['Bacon&Cheese', 23000], ['Bulgogi', 23000], ['Creamy Chicken', 24000], ['Triple Mushroom', 22000], ['Garlic Shrimp', 25000], ['Soft Drink', 2500], ['Half & Half - R', 25000], ['Quarter - L', 30000]]"
서울특별시 마포구 서교동 458-22번지,식신매운갈비찜,Yes,"[['매운소갈비찜세트(2인세트)', 45000], ['매운돼지갈비찜세트(2인세트)', 35000], ['매운 소갈비찜 (1인분)', 20000], ['매운 돼지갈비찜 (1인분)', 15000], ['장금이 전통소갈비찜 (1인분)', 20000], ['크림이 눈꽃 소갈비찜 (1인분)', 20000], ['크림이면돼지 로제갈비찜', 16000], ['하얀 (수제)순두부&비빔밥', 9500], ['얼큰 (수제)순두부&비빔밥', 9500], ['들깨 (수제)순두부&비빔밥', 9500], ['차돌 (수제)순두부&비빔밥', 9500], ['굴 (수제)순두부&비빔밥(11-2월)', 10000], ['생고기김치찜', 9000], ['부대김치찜', 9500]]"
서울특별시 마포구 서교동 448-1 ,장독대,Yes,"[['순두부찌개', 8000], ['청국장찌개', 8000], ['김치찌개', 8000], ['제육덮밥', 8000], ['오삼덮밥', 8000], ['쌈밥정식', 10000], ['오징어정식', 10000]]"
서울특별시 마포구 서교동 335-19번지,모닭모닭,Yes,"[['파닭(4꼬치)', 16500], ['닭 맑은탕', 23000], ['삼겹살 김치전골', 17000], ['매콤 골뱅이와 쫄면사리', 19000], ['먹태', 15000]]"
서울특별시 마포구 서교동 395-134번지,하랑,Yes,"[['일본식 카레라이스', 6000], ['베이컨 데리야끼 덮밥', 8000], ['나가사키 짬뽕', 7000], ['일본식 간장 우동', 7000], ['오뎅 나베', None]]"
서울특별시 마포구 서교동 459-7,토리비,Yes,"[['토리나베 오리지널(1인)(2인이상)', 16900], ['토리나베 얼큰마라(1인)(2인이상)', 17900]]"
서울특별시 마포구 서교동 449-1 ,두찜 홍대입구역점,Yes,"[['불닭로제찜닭', None], ['가지튀김', None], ['까만찜닭', None], ['납작만두', None], ['닭볶음탕', None], ['로제닭발', None], ['로제찜닭', None], ['로제찜닭게티', None], ['마라로제찜닭', None], ['매콤찜닭게티', None], ['묵은지찜닭', None], ['빨간찜닭', None], ['스팸부대찜닭', None], ['시래기찜닭', None], ['치즈몽땅찜닭(까만)', None], ['치즈몽땅찜닭(빨간)', None], ['치즈볼', None], ['통등심돈까스', None], ['튀김만두', None], ['트러플크림찜닭', None], ['트러플크림찜닭게티', None]]"
서울특별시 마포구 서교동 399-18 엘림빌라 ,나베공방,Yes,"[['미즈타키나베', 29000], ['두유나베', 29000], ['모쯔나베', 29000], ['매콤두반장나베', 29000], ['창코나베', 29000], ['통베이컨과 양배추쌈', 17000], ['가지쯔꾸네튀김', 17000]]"
서울특별시 마포구 서교동 396-31,디껨,Yes,"[['트러플 뇨끼', 19000], ['바베큐 플레이트', 27000]]"
서울특별시 마포구 서교동 368-34 ,카츠하루 홍대점,Yes,"[['로스세트', 12500], ['히레세트', 13500], ['생선세트', 13500], ['믹스세트', 13500], ['통치즈세트', 15500], ['히레특선(점심특선)', 10000], ['생선특선(점심특선)', 10000], ['로스카츠정식', 10000], ['히레카츠(안심)', 11000], ['생선카츠정식', 11000], ['믹스카츠', 11000], ['통치즈카츠', 13000], ['유부유동', 7500], ['김치우동', 7000], ['어묵우동', 8000], ['에비우동', 8500], ['냉소바', 7000]]"
서울특별시 마포구 서교동 442-29 ,이담쌀롱,Yes,"[['특 와규 철판구이', 29000], ['담이나베 (모츠나베) (소고기)', 29000], ['담이네 토마토 스튜', 29000], ['가리비 관자 버터구이', 23000], ['우육 짬뽕', 24000], ['이담쌀롱st. 스키야키', 24000], ['이담쌀롱st. 유린기', 22000], ['페퍼로니 치즈 감자전', 24000], ['고추잡채', 29000], ['유산슬', 29000], ['라구돈패야끼', 24000], ['오꼬노미야키', 18000]]"
서울특별시 마포구 서교동 334-21 ,시장냉면,Yes,"[['얼큰냉면', 7500], ['가락국수', 7500], ['비빔냉면', 7000], ['물냉면', 6500], ['찐만두 한판(10개)', 4000], ['튀김만두 한판(10개)', 5000], ['곱배기', 1000], ['음료', 1000], ['찐만두 4개 세트', 2000], ['튀김만두 4개 세트', 2500]]"
서울특별시 마포구 서교동 395-18,금별맥주 홍대점,Yes,[]
서울특별시 마포구 서교동 358-111,루디스,Yes,"[['홍차', 9000]]"
서울특별시 마포구 서교동 481-10,오로촌,Yes,"[['해장라멘', 9000], ['닭고기편유', 7000], ['흑돼지냉제육', 7000], ['중화잡채', 10000], ['계란볶음밥', 9000], ['땅콩초계무침', 7000], ['야채강된장', 7000], ['쫄멘', 7000]]"
서울특별시 마포구 서교동 475-16 ,끼토,Yes,"[['닭꼬치5종세트', 17500], ['추천7종', 25500], ['추천9종', 32500], ['토리완탕', 15000], ['나폴리탄', 15000], ['명란버터감자', 12000], ['야키오니기리', 6000], ['토마토매실절임', 6000], ['오이미소절임', 6000], ['치킨난반', 15000], ['카키후라이', 12000], ['커리와구운바게트', 12000], ['낫또히야얏코', 11000], ['크림치즈와창란젓', 10000], ['시나몬바닐라아이스', 6000], ['오뎅모리와세', 15000], ['우동', 10000], ['돈테키', 15000]]"
서울특별시 마포구 서교동 394-14 ,블랑루즈,Yes,"[['구운 밤과 새송이 버섯', 14000], ['브리치즈 멜란자네', 13000], ['시나몬 고구마 탕후루', 13000], ['토마토 홍합찜', 22000], ['블루 치즈 홍합찜', 22000], ['블랑루즈 감바스', 22000], ['생양송이 루꼴라 샐러드(W. 그뤼에르 치즈)', 16000], ['이베리코 살치촌햄과 샐러리 스틱', 17000], ['통닭다리살 청양 크림 파스타', 22000], ['치즈&샤퀴테리(S)', 25000], ['스모크 치즈와 올리브 절임', 18000], ['브리치즈 오븐 구이 (W. 군고구마)', 18000], ['매생이 홍합 크림 파스타, 근데 이제 들기름을 곁들인', 20000], ['블랑루즈 아이스크림(AKA. 세미프레도)', 6000], ['호두 곶감 말이(4조각)', 5500], ['로제 떡볶이', 15000], ['블랑루즈 안심 스테이크', 42000], ['명란 꽈리고추 오일 파스타', 20000], ['아삭아삭 샐러리샐러드', 13000], ['당근 라페와 마스카포네 치즈', 13000]]"
서울특별시 마포구 서교동 395-36,우규,Yes,"[['[A세트] 연어 + 육회', 39000], ['연어사시미', 21000], ['육회', 21000], ['[B세트] 육회 + 육사시미', 36000], ['[C세트] 연어 + 육회 + 육사시미', 55000], ['오뎅탕', 18000], ['알탕', 18000], ['치킨 가라아게', 12000]]"
서울특별시 마포구 서교동 395-70,이양권반상,Yes,"[['중국인 친구가 가르쳐준 볶음밥 + 제육볶음', 10900], ['오레오튀김', 4900], ['제육볶음면', 10900], ['제육볶음마요면', 10900], ['차돌강된장덮밥', 10900], ['차돌숙주볶음덮밥', 9900], ['로제육 (면)', 11500], ['로제또 (밥)', 11500], ['파스타면 없는 샐러드 파스타', 10900], ['제육볶음마요덮밥', 9900], ['제육볶음덮밥', 9900], ['이양권샐러드', 7900], ['고로케 (4p + 수제소스)', 4500], ['마제소바가 되고 싶은 차돌숙주볶음면', 11500], ['하이볼 (레몬,자몽,얼그레이)', 5000], ['수제청에이드', 4000], ['코카콜라 355ml', 2000], ['스프라이트 355ml', 2000], ['환타(오렌지) 355ml', 2000], ['코카제로 355ml', 2000]]"
서울특별시 마포구 서교동 481-2 태복빌딩,한국피자헛 홍대서교점,Yes,"[['립스테이크 L', 36900], ['매콤연유 팝콘치킨(20ea)', 3400], ['판타스틱 콤보', 9300], ['리치 치즈 파스타', 7900], ['알로하 하와이 L', 27900], ['콤비네이션 L', 27900], ['직화불고기 L', 33900], ['베이컨포테이토 L', 33900], ['멜팅치즈 포테이토 L', 27900], ['소이갈릭 윙 4조각', 4200], ['수퍼슈프림 L', 33900], ['씨푸드킹 L', 36900], ['직화불고기 L', 33900], ['코울슬로', 1600], ['콤비네이션&페페로니러버 L', 27900], ['페페로니 러버 L', 25900], ['치즈 러버 L', 23900]]"
서울특별시 마포구 서교동 332-27,화담,Yes,"[['우삼겹해물짬뽕', 19900], ['토마토 홍합스튜', 18900], ['감바스알아히요', 12900], ['계란게살새우완자탕', 17900], ['우삼겹숙주볶음', 17900], ['마파두부', 16900], ['칠리가지 새우튀김', 18900], ['돼지꼬리갈비', 23900], ['중화 삼겹간장볶음', 19900], ['어향 가지 새우튀김', 18900], ['망고크림 가지새우', 19900], ['모듬어묵탕', 18900], ['삼겹 뿌링클', 21900], ['꿀토마토', 8900]]"
서울특별시 마포구 서교동 358-42 ,또보겠지떡볶이집 깐따삐아점,Yes,"[['또보겠지 즉석 떡볶이 (2인분)', 14000]]"
서울특별시 마포구 서교동 364-20 ,카페 꼬모,Yes,"[['카페라떼', 5800], ['딸기라떼', 6000], ['아메리카노', 5500], ['아이스티', 5500], ['쿠키세트', 5500], ['현상쿠키', 45000], ['현상마카롱', 4500], ['복숭아아이스티', 5000], ['자몽티', 5500], ['블루레몬에이드', 6000], ['콜드브루(아메리카노)', 5500], ['바닐라라떼', 5800]]"
서울특별시 마포구 서교동 408-31 ,카페 라스플라미아,Yes,"[['하몽 with 부라타치즈', 15000], ['카페 데 라 까사', 7000], ['하몽&치즈 플래터', 21000], ['상그리아', 8000], ['바스크 치즈케이크', 6000], ['로사마레(에이드/보드카 택1)', 7000], ['모히또 블랑카(칵테일)', 12000], ['라 또마띠나(에이드only)', 7000], ['레부히또(Tio PEPE only)', 12000], ['세뇨르 그레이(진only)', 12000], ['가스파초', 8000], ['파스타', 16000], ['기네스 생맥주', 11000]]"
서울특별시 마포구 서교동 449-1 ,이모네,Yes,"[['잔치국수', 7000], ['비빔국수', 9000], ['해물잔치국수', 9000], ['황태비빔국수', 9000], ['판모밀', 10000], ['황태해장국', 9000], ['제육볶음', 10000], ['순두부찌개', 9000], ['차돌된장찌개', 9000], ['뚝배기불고기', 10000], ['김치찌개', 10000]]"
서울특별시 마포구 서교동 364-17,다트플렉스,Yes,"[['다트 세트', 38500], ['칵테일 세트', 31500], ['병맥주 세트', 50000], ['바틀 세트', 107000], ['다트(1시간)', 20000], ['다트(30분)', 12000], ['아메리칸치즈 피자', 10900], ['크레이지 미트치즈 피자', 11900], ['속쓰리라차 피자', 12900], ['허니 고르곤졸라 피자', 12900], ['달콤고구마 피자', 12900], ['스트릿 콘치즈 피자', 12900], ['슈퍼콤비네이션 피자', 13900], ['매니악 페퍼로니 피자', 13900], ['베이컨포테이토 피자', 13900], ['페퍼로니&포테이토 피자', 14900], ['치킨앤콘 반반피자', 14900], ['미트치즈 파스타', 11900], ['토마토 치즈 파스타', 11900], ['베이컨 로제 파스타', 11900], ['포테이토앤치즈볼', 11900], ['', None], ['', None], ['', None]]"
서울특별시 마포구 서교동 347-1,금별맥주 홍대입구역점,,
서울특별시 마포구 서교동 405-9,모이정,Yes,"[['명란아보카도샌드구이', 20000], ['우설 숯불구이', 22000], ['에이히레', 16000], ['타이거새우 숯불구이', 20000], ['통감자버터구이', 9000], ['옥수수버터구이', 9000], ['통마늘숯불구이', 9000], ['모츠나베', 30000], ['모이전골', 30000], ['나가사키짬뽕', 30000], ['오뎅나베', 26000], ['오코노미야키', 18000], ['돈가츠나베', 16000], ['야키우동', 20000], ['모모가츠', 20000], ['치킨 가라아게', 22000], ['문어가라아게', 20000], ['난코츠가라아게', 17000], ['쭈꾸미가라아게', 13000], ['마제소바', 12000]]"
서울특별시 마포구 서교동 397-15번지 ,제이케이,Yes,"[['감바스', 20000], ['제이케이로제파스타', 18000], ['불닭까르보나라', 18000], ['제이케이엽떡', 18000], ['진짜 리얼 짜장떡볶이', 18000], ['에그인헬', 18000], ['이베리코 목살 스테끼', 25000], ['각종 칵테일', 8000], ['찐 코젤시나몬', 8000]]"
서울특별시 마포구 서교동 486,모모유부 홍대,,
서울특별시 마포구 서교동 354-11 ,3일한우국밥,Yes,"[['갈비만두 8개', 6000], ['한우국밥', 11000], ['한우곰탕', 9000], ['한우국밥(특)', 14000], ['매운갈비찜(소)', 20000]]"
서울특별시 마포구 서교동 247-14,마포구이마당 서교직영점,Yes,"[['냉동삼겹(200g)', 8000], ['우삼겹(200g)', 10000], ['통삼겹살(200g)', 12000], ['통목살(200g)', 14000], ['통막창(200g)', 12000]]"
서울특별시 마포구 서교동 465-9 ,서오릉피자 서교점,Yes,"[['한마리 훈제치킨', 14000], ['갈릭피뇨치즈오븐스파게티', 9000], ['핫칠리 킹쉬림프 (L)', 28000], ['서오릉갈비 (L)', 26000], ['채소 콤비네이션(L)', 21000], ['12첩 콤비네이션(L)', 21000], ['왕릉 불고기(L)', 22000], ['왕릉 고추 불고기(L)', 23000], ['홍페퍼치노(L)', 23000], ['치즈왕창(L)', 21000], ['포테이토(L)', 21000], ['베이컨 포테이토(L)', 23000], ['고르곤졸라 씬(L)', 21000], ['킹쉬림프(L)', 27000], ['베이컨 치즈오븐 스파게티', 9000], ['치즈오븐 스파게티', 8000]]"
서울특별시 마포구 서교동 444-9 ,장수멸치국수,,
서울특별시 마포구 서교동 402-7,포리포리텐진,Yes,"[['야끼교자', 5500], ['가라아게', 7500], ['레몬크림새우', 7000], ['깐쇼새우', 7000], ['마보도후', 8000], ['새우마늘찜', 9000], ['칠리가지', 6500], ['치즈 크림 감자', 6500], ['허니 버터 고구마', 6500], ['야끼메시', 6500], ['방방지', 6500], ['텐진하이볼', 6000], ['레몬하이볼', 6000], ['진저하이볼', 6000], ['산토리하이볼', 8000]]"
서울특별시 마포구 서교동 370-14 ,영빈,Yes,"[['짜장면', 7000], ['짬뽕', 8000], ['간짜장', 8000], ['삼선우동', 10000], ['삼선짜장', 10000], ['삼선짬뽕', 10000], ['굴짬뽕', 10000], ['차돌박이짬뽕', 10000], ['고추짬뽕', 10000], ['쟁반짜장', 18000], ['볶음밥', 8000], ['짬뽕밥', 8000], ['잡채밥', 10000], ['마파두부밥', 10000], ['삼선볶음밥', 10000], ['잡탕밥', 15000], ['유산슬밥', 15000], ['만두', 7000], ['물만두', 7000], ['탕수육(소)', 15000], ['깐풍기(소)', 22000]]"
서울특별시 마포구 서교동 345-12 ,어리라운지,Yes,"[['칵테일들', 10000], ['안주', 8000], ['4잔세트 칵테일', 27000], ['6잔세트 칵테일', 42000]]"
서울특별시 마포구 서교동 481-8 고니빌딩,한합,Yes,"[['제철숙성사시미', 30000], ['참치,아보카도 그리고 김', 21000], [""Bluebonnet BBQ's potato salad"", 10000], ['유린기', 18000], ['크림치즈고로케', 11000], ['빨간닭나베', 23000], ['부채살수육&스지맑은탕', 28000], ['전복조개탕', 25000], ['한치와꽈리고추', 18000], ['조개파스타', 17000], ['우니파스타', 24000], ['쯔꾸네스타일의 함바그', 18000], ['와규구이', 31000]]"
서울특별시 마포구 서교동 354-6,청기와타운,Yes,"[['수원왕갈비', 29000], ['LA양념갈비', 26000], ['육회', 28000], ['무생채볶음밥', 12000], ['돼지갈비', 22000], ['돼지갈비정식', 22000], ['타우너스 갈비', 24000], ['빗살로스', 28000], ['안창살', 24000], ['수원양념갈비', 26000], ['양념게장', 9000], ['LA순두부찌개', 8000], ['토장찌개', 8000], ['육회비빔밥', 12000], ['양곰탕', 12000], ['우설', 34000], ['생갈비', 36000]]"
서울특별시 마포구 서교동 468-8 이지스빌딩,몽그로페페,Yes,"[['비프 부르기뇽', 25000], ['비프 스테이크', 35000], ['아쉬 파르망티에', 18000]]"
