소재지면적,지번주소,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
44.0,서울특별시 마포구 서교동 449-1,"서울특별시 마포구 월드컵북로7길 11, 1층 108호 (서교동)",도깨비 포차,감성주점,192617.265226389,450646.318229736
67.46,서울특별시 마포구 서교동 448-2 1층,"서울특별시 마포구 월드컵북로5길 17 (서교동,1층)",영동감자탕,경양식,192675.834094555,450524.49256594
33.76,서울특별시 마포구 서교동 330-54,"서울특별시 마포구 와우산로29길 56-10, 지하1층 103호 (서교동)",씽씽 닭꼬치,한식,193510.034067264,450448.452005705
91.55,서울특별시 마포구 서교동 330-8,"서울특별시 마포구 와우산로29길 48-5, 2층 (서교동)",비밀기지,일식,193522.037529501,450412.647702454
76.0,서울특별시 마포구 서교동 453-12,"서울특별시 마포구 월드컵북로7길 34, 1층 (서교동)",유알티,경양식,192521.575361106,450612.620755835
52.62,서울특별시 마포구 서교동 490 메세나폴리스몰B1100~1101호,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스몰B1100~1101호)",방스만두메세나폴리스점,한식,192311.642580307,449855.643910445
25.4,서울특별시 마포구 서교동 344-6 칼리오페,"서울특별시 마포구 와우산로23길 9, 칼리오페 1층 104-2호 (서교동)",윤이푸드,한식,193241.196948821,450137.711902742
64.17,서울특별시 마포구 서교동 400-24,"서울특별시 마포구 독막로7길 21, 2층 (서교동)",신서울전,한식,192765.971345498,449627.096962367
324.21,서울특별시 마포구 서교동 447-7 대상빌딩,"서울특별시 마포구 월드컵북로 19, 대상빌딩 1층 (서교동)",대서리,감성주점,192834.653728655,450457.712623047
74.0,서울특별시 마포구 서교동 327-45,"서울특별시 마포구 와우산로29길 4-13, 2,3층 (서교동)",데이원,감성주점,193692.516918734,450313.882250224
64.26,서울특별시 마포구 서교동 347-4,"서울특별시 마포구 어울마당로 136-6, 2층 (서교동)",누산타라쿠,"외국음식전문점(인도,태국등)",193321.967858152,450398.227644301
306.72,서울특별시 마포구 서교동 369-4 호곡빌딩,"서울특별시 마포구 홍익로3길 44, 호곡빌딩 4층 (서교동)",추파,한식,192984.709426979,450043.418101686
141.71,서울특별시 마포구 서교동 363-11 홍석빌딩,"서울특별시 마포구 잔다리로 12, 홍석빌딩 1층 (서교동)",슈퍼방구 홍대점,한식,193025.137357367,449867.831166136
49.57,서울특별시 마포구 서교동 332-8,"서울특별시 마포구 와우산로29마길 16, 지1층 좌측호 (서교동)",만휘군상,일식,193428.64932664,450360.549114375
64.6,서울특별시 마포구 서교동 336-5,"서울특별시 마포구 와우산로29길 15, 2층 일부호 (서교동)",언플러그드,라이브카페,193641.921008101,450279.768745305
114.73,서울특별시 마포구 서교동 401-17,"서울특별시 마포구 양화로6길 91, 1층 (서교동)",무제,일식,192793.602814538,449585.730384148
89.0,서울특별시 마포구 서교동 409-10,"서울특별시 마포구 와우산로15길 28, 2층 (서교동)",김&강 컴퍼니,한식,193015.43238262,449682.64233316
58.59,서울특별시 마포구 서교동 402-4,"서울특별시 마포구 양화로6길 99-3, 1층 (서교동)",숙성회 화도 홍대합정점,횟집,192840.842376268,449589.606044241
10.0,서울특별시 마포구 서교동 336-22,"서울특별시 마포구 와우산로29나길 11, 지1층 103호 (서교동)",집밥선생,한식,193595.089029564,450270.152318045
10.0,서울특별시 마포구 서교동 336-22,"서울특별시 마포구 와우산로29나길 11, 지1층 103호 (서교동)",소중한한끼,한식,193595.089029564,450270.152318045
10.0,서울특별시 마포구 서교동 336-22,"서울특별시 마포구 와우산로29나길 11, 지1층 103호 (서교동)",인생덮밥,한식,193595.089029564,450270.152318045
16.0,서울특별시 마포구 서교동 366-25,"서울특별시 마포구 잔다리로2길 17, 1층 1호 (서교동)",열정반점,중국식,192933.762988214,449942.788868044
83.0,서울특별시 마포구 서교동 395-28,"서울특별시 마포구 독막로3길 29, 2층 (서교동)",선비다이닝,한식,192603.228307886,449717.181695112
40.2,서울특별시 마포구 서교동 468-15 Mansion T,"서울특별시 마포구 동교로15길 34, Mansion T 1층 일부호 (서교동)",고고육회,한식,192338.235204417,450443.013835805
15.38,서울특별시 마포구 서교동 457-25,"서울특별시 마포구 잔다리로 118, 지하1층 103호 (서교동)",톤카츠,일식,192331.666755478,450581.661025253
92.0,서울특별시 마포구 서교동 395-13,"서울특별시 마포구 잔다리로 35, 1층 101호 (서교동)",솥돈 홍대점,한식,192798.731673605,449918.607935696
59.14,서울특별시 마포구 서교동 407-30,"서울특별시 마포구 와우산로17길 26, 1층 (서교동)",소금 제면소 홍대점,한식,192995.265139913,449782.428710285
20.0,서울특별시 마포구 서교동 327-43,"서울특별시 마포구 와우산로29길 4-26, 3층 302호 (서교동)",묵은지 찜에 빠지다,한식,193708.399232352,450308.837224332
15.68,서울특별시 마포구 서교동 327-43,"서울특별시 마포구 와우산로29길 4-26, 3층 302-2호 (서교동)",담에프앤비,한식,193708.399232352,450308.837224332
46.2,서울특별시 마포구 서교동 334-23,"서울특별시 마포구 와우산로29라길 7, 지하1층 일부 1호 (서교동)",밍키친,한식,193515.265246584,450352.927288728
19.53,서울특별시 마포구 서교동 365-17 3층,"서울특별시 마포구 홍익로3길 35 (서교동,3층)",쏘시지요 홍대,호프/통닭,193008.27103289,450061.49417633
80.9,서울특별시 마포구 서교동 407-20,"서울특별시 마포구 어울마당로 58-1, 2층 (서교동)",불간짬뽕,중국식,192982.376618138,449782.479711503
13.45,서울특별시 마포구 서교동 330-54,"서울특별시 마포구 와우산로29길 56-10, 1층 103호 (서교동)",제육대감,한식,193510.034067264,450448.452005705
176.76,서울특별시 마포구 서교동 404-9,"서울특별시 마포구 독막로9길 41, 1~2층 (서교동)",탐라육해,일식,192902.957471856,449755.502766437
45.43,서울특별시 마포구 서교동 464-62,"서울특별시 마포구 동교로 140, 1층 우측호 (서교동)",우미토부,일식,192651.218737807,450314.115550997
35.0,서울특별시 마포구 서교동 327-27,"서울특별시 마포구 와우산로29길 4-36, 지1층 좌측호 (서교동)",한식세끼 마포본점,한식,193713.330438911,450322.961262428
73.71,서울특별시 마포구 서교동 247-206,"서울특별시 마포구 잔다리로 128, 1층 (서교동)",지유명차,일식,192273.39892339,450668.803162246
158.19,서울특별시 마포구 서교동 396-30,"서울특별시 마포구 독막로3길 20, 1,지층 우측호 (서교동)",생활맥주 합정역 3번출구점,호프/통닭,192595.437223122,449659.431914021
389.35,서울특별시 마포구 서교동 449-26 도경빌딩,"서울특별시 마포구 월드컵북로5길 12, 도경빌딩 1층 (서교동)",소담촌,한식,192677.766549276,450573.632110923
94.19,서울특별시 마포구 서교동 444-2,"서울특별시 마포구 동교로 90, 3층 (서교동)",강화통통 생고기,한식,192167.281113055,450215.186662242
40.0,서울특별시 마포구 서교동 334-13,"서울특별시 마포구 와우산로27길 26, 지하1층 일부호 (서교동)",타코베이커,일식,193484.202756308,450242.577076067
83.9,서울특별시 마포구 서교동 361-6,"서울특별시 마포구 와우산로18길 21, 1,2층 (서교동)",소울버튼 블루,라이브카페,193201.659573033,449878.932065817
62.65,서울특별시 마포구 서교동 407-18,"서울특별시 마포구 와우산로17길 24, 지하1층 (서교동)",레이븐,감성주점,193006.583649726,449783.688769884
48.94,서울특별시 마포구 서교동 468-1,"서울특별시 마포구 월드컵로14길 60, 지1층 (서교동)",와인투고 홍대점,경양식,192306.592560241,450494.450560176
64.37,서울특별시 마포구 서교동 355-12,"서울특별시 마포구 양화로16길 21, 3층 (서교동)",홍대 소고기 뭉티크,한식,192930.476702052,450105.213873573
66.1,서울특별시 마포구 서교동 395-29,"서울특별시 마포구 독막로3길 27, 1층 우측호 (서교동)",주락간,한식,192602.78227534,449705.585135365
15.0,서울특별시 마포구 서교동 343-13,"서울특별시 마포구 와우산로29가길 79, 2층 104호 (서교동)",덮밥한끼 홍대점,한식,193316.395691413,450160.650827896
93.88,서울특별시 마포구 서교동 355-12,"서울특별시 마포구 양화로16길 21, 2층 (서교동)",뭉티크,한식,192930.476702052,450105.213873573
58.76,서울특별시 마포구 서교동 490 메세나폴리스,"서울특별시 마포구 양화로 45, 몰동 지하1층 B1102호 (서교동, 메세나폴리스)",스테이키 메세나폴리스점,일식,192311.642580307,449855.643910445
106.25,서울특별시 마포구 서교동 487 서교동 대우미래사랑,"서울특별시 마포구 월드컵북로5나길 18, 1층 105호 (서교동, 서교동 대우미래사랑)",우리동네연탄고기,한식,192577.990805265,450569.670545853
13.0,서울특별시 마포구 서교동 330-54,"서울특별시 마포구 와우산로29길 56-10, 1층 일부 103호 (서교동)",서울냉면,한식,193510.034067264,450448.452005705
247.26,서울특별시 마포구 서교동 395-20,"서울특별시 마포구 잔다리로3안길 27, 1,2층 (서교동)",깃뜰,한식,192843.369418705,449795.328910209
98.0,서울특별시 마포구 서교동 401-17,"서울특별시 마포구 양화로6길 91, 2층 (서교동)",주도,한식,192793.602814538,449585.730384148
53.13,서울특별시 마포구 서교동 487 서교동 대우미래사랑,"서울특별시 마포구 월드컵북로5나길 18, 1층 102호 (서교동, 서교동 대우미래사랑)",다복,한식,192577.990805265,450569.670545853
126.99,서울특별시 마포구 서교동 358-38,"서울특별시 마포구 와우산로21길 28, 지1층 (서교동)",라-로사,호프/통닭,193072.019261422,450026.42453291
121.71,서울특별시 마포구 서교동 444-16,"서울특별시 마포구 동교로12길 16, 1층 (서교동)",서교난면방,한식,192182.365,450150.59
66.0,서울특별시 마포구 서교동 464-28,"서울특별시 마포구 동교로22길 38, 1층 일부호 (서교동)",나스 서교,일식,192677.489944665,450231.750509513
48.95,서울특별시 마포구 서교동 468-1,"서울특별시 마포구 월드컵로14길 60, 지하1층 (서교동)",유럽식당,경양식,192306.592560241,450494.450560176
89.92,서울특별시 마포구 서교동 399-26,"서울특별시 마포구 양화로6길 57-22, 1층 (서교동)",불막열삼 합정점,한식,192689.010697057,449682.028550716
33.0,서울특별시 마포구 서교동 329-9,"서울특별시 마포구 와우산로33길 26-13, 1층 101호 (서교동)",미소식당,분식,193695.782454663,450409.302672821
148.0,서울특별시 마포구 서교동 351-1,"서울특별시 마포구 월드컵북로 9-1, 1층 (서교동)",육전국밥 서교점,한식,192896.854150258,450392.841789479
30.0,서울특별시 마포구 서교동 449-35,"서울특별시 마포구 월드컵북로 41, 1층 104호 (서교동)",서교김밥,한식,192693.347753542,450633.168213536
45.21,서울특별시 마포구 서교동 378-2,"서울특별시 마포구 잔다리로7길 5, 1층 (서교동)",오성국수,한식,192632.241769502,450071.274373047
51.42,서울특별시 마포구 서교동 411-7,"서울특별시 마포구 와우산로15길 33, 1층 (서교동)",이크,일식,193007.490930719,449650.437180887
95.55,서울특별시 마포구 서교동 345-6,"서울특별시 마포구 어울마당로 116, 1층 (서교동)",오복솥뚜껑 홍대반가점,한식,193155.557097708,450299.390543796
56.7,서울특별시 마포구 서교동 345-21,"서울특별시 마포구 와우산로23길 35-8, 1층 (서교동)",삼오빠식당,중국식,193141.453780542,450260.855193754
99.75,서울특별시 마포구 서교동 363-19,"서울특별시 마포구 와우산로19길 27, 2층 (서교동)",무제 홍대점,한식,193007.674771861,449883.815752803
54.12,서울특별시 마포구 서교동 404-6,"서울특별시 마포구 독막로7길 56, 1층 좌측호 (서교동)",톤토로,일식,192880.50612451,449767.96899536
131.59,서울특별시 마포구 서교동 402-22,"서울특별시 마포구 어울마당로 35, 1층 1호 (서교동)",마라 이장원,한식,192872.612787683,449583.289109339
91.4,서울특별시 마포구 서교동 337-16,"서울특별시 마포구 와우산로27길 6, 1층 (서교동)",돼동여지도,식육(숯불구이),193566.11329512,450185.374357232
48.39,서울특별시 마포구 서교동 490 메세나폴리스,"서울특별시 마포구 양화로 45, 몰동 지층 제비1115호 (서교동, 메세나폴리스)",마곡나루돌판함박스테이크,경양식,192311.642580307,449855.643910445
30.87,서울특별시 마포구 서교동 486 서교푸르지오,"서울특별시 마포구 홍익로 10, 101동 1층 106호 (서교동, 서교푸르지오)",콜롬비아노,"외국음식전문점(인도,태국등)",193187.802952358,450172.178899424
16.38,서울특별시 마포구 서교동 363-1,"서울특별시 마포구 와우산로 73, 1층 104호 (서교동)",위알 필라델피아,경양식,193124.971427482,449865.247189557
13.42,서울특별시 마포구 서교동 331-8,"서울특별시 마포구 와우산로29바길 18, 지하1층 일부호 (서교동)",홍대하녹,한식,193375.878919963,450384.226844795
97.23,서울특별시 마포구 서교동 490 메세나폴리스,"서울특별시 마포구 양화로 45, 지1층 B1103,B1104호 (서교동, 메세나폴리스)",우동키노야 합정점,한식,192311.642580307,449855.643910445
